CONTENTdm number,Reference URL,Title,Description,Year,Original Transcript,Semi-clean Transcript,Clean Transcript
6293,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6293,"Letter to Mr. Richard E. Fields from John H. McCray, February 17, 1950, Page 2","A letter to Mr. Richard E. Fields from John H. McCray sent on February 17, 1950.",1950,"hr. Fields, Fage 2, February 17, 1J50    I certainly  the case and ask  if it so plea es  upon you in this    appreciate the t line and effort you have given  that you subr.it a bill covering such expense,  you. Of course I shall continue to depend  matter*    With kindest regards, I am    Sincerely yours,    John H. LcOrey","hr. Fields, Fage 2, February 17, 1J50
I certainly the case and ask if it so plea es upon you in this
appreciate the t line and effort you have given that you subr.it a bill covering such expense, you. Of course I shall continue to depend matter*
With kindest regards, I am
Sincerely yours,
John H. LcOrey","Mr. Fields
Page 2
February 17, 1950

I certainly appreciate the time and effort you have given the case and ask, if it so pleases you, that you submit a bill covering such expense as you have incurred in this matter. Of course, I shall continue to depend upon you in this matter.

With kindest regards, I am
Sincerely yours,
John H. McCray"
6309,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6309,"Letter to Mr. John McCray from Luther J. Burns, May 10, 1950","A letter to Mr. John McCray from Luther J. Burns sent on May 10, 1950.",1950,"DIAL 2-1886    L. T. FURVIS, Pharmacist    PURVIS PHARMACY    N. E. CORNER COMING AND MORRIS STREETS    CHARLESTON 15, S. C.    May 10,1950    Mr.John McCray    Columbia, S.C.    Dear John,    I AM SORRY TO HEAR OF THE PREDICAMENT IN WHICH YOU FIND  YOURSELF. I FEEL THAT IF ANYONE DESERVES HELP IT IS YOU.    Your services to the Negro of South Carol ins cannot    BE MEASURED IN DOLLARS AND CENTS.    AT A GREAT SACRIFICE TO ME I AM MAKING THIS CONTRIBUTION    OF FIFTY DOLLARS WITH THE HOPE THAT YOU WILL WIN OUT IN THIS CASE.    I AM SENDING THIS DIRECT TO# YOU BECAUSE I DO    NOT WANT ANY PUBLICITY. THIS IS STRICTLY BETWEEN YOU AND ME.    Hoping you all the success in this matter  Yours friendly,","DIAL 2-1886
L. T. FURVIS, Pharmacist
PURVIS PHARMACY
N. E. CORNER COMING AND MORRIS STREETS
CHARLESTON 15, S. C.
May 10,1950
Mr.John McCray
Columbia, S.C.
Dear John,
I AM SORRY TO HEAR OF THE PREDICAMENT IN WHICH YOU FIND YOURSELF. I FEEL THAT IF ANYONE DESERVES HELP IT IS YOU.
Your services to the Negro of South Carol ins cannot
BE MEASURED IN DOLLARS AND CENTS.
AT A GREAT SACRIFICE TO ME I AM MAKING THIS CONTRIBUTION
OF FIFTY DOLLARS WITH THE HOPE THAT YOU WILL WIN OUT IN THIS CASE.
I AM SENDING THIS DIRECT TO# YOU BECAUSE I DO
NOT WANT ANY PUBLICITY. THIS IS STRICTLY BETWEEN YOU AND ME.
Hoping you all the success in this matter Yours friendly,","DIAL 2-1886
L. T. PURVIS, Pharmacist
PURVIS PHARMACY
N. E. Corner Coming and Morris Streets
Charleston 15, S. C.

May 10, 1950

Mr. John McCray
Columbia, S.C.

Dear John:

I am sorry to hear of the predicament in which you find yourself. I feel that if anyone deserves help, it is you. Your services to the Negro of South Carolina cannot be measured in dollars and cents.

At a great sacrifice to me, I am making this contribution of fifty dollars with the hope that you will win out in this case. I am sending this direct to you because I do not want any publicity. This is strictly between you and me.

Hoping you all the success in this matter.

Yours friendly,"
6310,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6310,"Letter to Mr. John H. McCray from D. Ireland Thomas, May 11, 1950","A letter to Mr. John H. McCray from D. Ireland Thomas sent on May 11, 1950.",1950,"A link in the chain of The BIJOU AMUSEMENT CO., of NASHVILLE, TENN.    THE LINCOLN THEATRE    Phone 24109 CHARLESTON 12, SOUTH CAROLINA Phone 24109    May,    11,  1950.    Mr.John H.McCray,    Columbia,S .0.    Bear Slr;-    I am sending you $100.00.    I have been sick but I am getting better now.    My deposits are with my wife and she will not sign for a  greater amount so I will..have to let it go at that.    I sincerely hope that you will get out of it all right.    I will write you when I get better.    Your friend,    D.Ireland Thomas.","A link in the chain of The BIJOU AMUSEMENT CO. of NASHVILLE, TENN.
THE LINCOLN THEATRE
Phone 24109 CHARLESTON 12, SOUTH CAROLINA Phone 24109
May,
11, 1950.
Mr.John H.McCray,
Columbia,S .0.
Bear Slr;
I am sending you $100.00.
I have been sick but I am getting better now.
My deposits are with my wife and she will not sign for a greater amount so I will..have to let it go at that.
I sincerely hope that you will get out of it all right.
I will write you when I get better.
Your friend,
D.Ireland Thomas.","A link in the chain of
The BIJOU AMUSEMENT CO., of NASHVILLE, TENN.

THE LINCOLN THEATRE
Phone 24109
Charleston 12, South Carolina

May 11, 1950

Mr. John H. McCray
Columbia, S. C.

Dear Sir:

I am sending you $100.00. I have been sick, but I am getting better now. My deposits are with my wife and she will not sign for a greater amount, so I will have to let it go at that.

I sincerely hope that you will get out of it all right. I will write you when I get better.

Your friend,
D. Ireland Thomas"
6325,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6325,"Letter to a friend from Ross Stafford, May 14, 1950","A letter to a friend from Ross Stafford sent on May 14, 1950.",1950,"1507 HHarden Street  Columbia S.C.    Rte. 1 Box 247  Gorgetown S.C.    May 14th.1950    My dear friend    I receave your letter ,but It was too late to  get this money to you monday the 14th. but I  hope you will make every thing all right.    so here is thirty dollars my people and I  is sedding this to-you. I hope you will have  good luck from your friend.    Ross Stafford","1507 HHarden Street Columbia S.C.
Rte. 1 Box 247 Gorgetown S.C.
May 14th.1950
My dear friend
I receave your letter ,but It was too late to get this money to you monday the 14th. but I hope you will make every thing all right.
so here is thirty dollars my people and I is sedding this to-you. I hope you will have good luck from your friend.
Ross Stafford","1507 Harden Street
Columbia, S. C.

Rte. 1, Box 247
Georgetown, S. C.

May 14th, 1950

My dear friend:

I received your letter, but it was too late to get this money to you Monday the 14th. But I hope you will make everything all right. So here is thirty dollars my people and I are sending to you. I hope you will have good luck.

From your friend,
Ross Stafford"
6332,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6332,"Letter to Mrs. Harriet G. Liverman from James O. Myers, May 16, 1950","A letter to Mrs. Harriet G. Liverman from James O. Myers sent on May 16, 1950.",1950,"A-56 Drayton Street  Newberry, South Cardlira.  May 16,1950.    Mrs. Harriet G. Liverman  1507 Harden St.  Columbia 4, S.C.    Dear Madam:    A few days ago I heard. +hat Mr. John H. McCray was asking  for contributions from the teachers of South Carolina to be  anolled to a special fund for the purpose of securing an  Attorney,or rather the services of an Attorney.    Inclosed you will find my personal check In amount of  Qwerty five dollars ($25.00) to be anjlled on that fund.    Wishing for him VICTORY.","A-56 Drayton Street Newberry, South Cardlira. May 16,1950.
Mrs. Harriet G. Liverman 1507 Harden St. Columbia 4, S.C.
Dear Madam:
A few days ago I heard. +hat Mr. John H. McCray was asking for contributions from the teachers of South Carolina to be anolled to a special fund for the purpose of securing an Attorney,or rather the services of an Attorney.
Inclosed you will find my personal check In amount of Qwerty five dollars $25.00) to be anjlled on that fund.
Wishing for him VICTORY.","A-56 Drayton Street
Newberry, South Carolina

May 16, 1950

Mrs. Harriet G. Liverman
1507 Harden St.
Columbia 4, S.C.

Dear Madam:

A few days ago I heard that Mr. John H. McCray was asking for contributions from the teachers of South Carolina to be applied to a special fund for the purpose of securing an attorney, or rather the services of an attorney.

Enclosed you will find my personal check in the amount of twenty-five dollars ($25.00) to be applied to that fund.

Wishing for him VICTORY."
6344,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6344,"Letter to Mrs. Harriet G. Liverman from Mr. & Mrs. E. P. Myers, May 18, 1950","A letter to Mrs. Harriet G. Liverman from John H. McCray sent on May 18, 1950.",1950,"Post Office Box 292    Georgetown, South Carolina    May 18, 1950    Lire. Harriett G. Liverman  1507 Harden Street  Columbia, South Carolina    Bear Mrs Liverman,    In answer to the appeal made by Mr. A. J. Clement, Jr.,    and others in regard to Hr. John McCray, we inclose five (^5.00)    dollars, which we ho_e will be of a little help.    Yours truly,    Hr. Sc i.rs. E. P. Myers    owner M Manager of Myers Mews Stand    Post Office Box 292    Georgetown, South Carolina    Encl: (1)","Post Office Box 292
Georgetown, South Carolina
May 18, 1950
Lire. Harriett G. Liverman 1507 Harden Street Columbia, South Carolina
Bear Mrs Liverman,
In answer to the appeal made by Mr. A. J. Clement, Jr.
and others in regard to Hr. John McCray, we inclose five .00)
dollars, which we ho_e will be of a little help.
Yours truly,
Hr. Sc i.rs. E. P. Myers
owner M Manager of Myers Mews Stand
Post Office Box 292
Georgetown, South Carolina
Encl: (1)","Post Office Box 292
Georgetown, South Carolina

May 18, 1950

Mrs. Harriett G. Liverman
1507 Harden Street
Columbia, South Carolina

Dear Mrs. Liverman:

In answer to the appeal made by Mr. A. J. Clement, Jr., and others in regard to Mr. John McCray, we enclose five ($5.00) dollars, which we hope will be of a little help.

Yours truly,
Mr. & Mrs. E. P. Myers
Owner & Manager of Myers News Stand
Post Office Box 292
Georgetown, South Carolina"
6453,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6453,"Letter to a dear friend from John H. McCray, June 15, 1950","A letter to a dear friend from John H. McCray sent on June 15, 1950.",1950,"1507 Harden Street    My dear friend:    Columbia/e3outh Carolina    June 15, 1950    A few weeks ago I mailed several letters to my  friends asking assistance in helping me to raide the necessary  funds to finance the Greenwood case, which is scheduled to  come to trial on June 21. Many have responded, and generously,  for which I am extremely grateful.    In a final effort to complete this fund before  the trial, I am asking that you kindly send whatever funds you  may have to this office by June 19.    Thanking you for your kind consideration and  co-operation, I remain    jhm/1    Sincerely yours,","1507 Harden Street
My dear friend:
Columbia/e3outh Carolina
June 15, 1950
A few weeks ago I mailed several letters to my friends asking assistance in helping me to raide the necessary funds to finance the Greenwood case, which is scheduled to come to trial on June 21. Many have responded, and generously, for which I am extremely grateful.
In a final effort to complete this fund before the trial, I am asking that you kindly send whatever funds you may have to this office by June 19.
Thanking you for your kind consideration and co-operation, I remain
jhm/1
Sincerely yours,","1507 Harden Street
Columbia, South Carolina
June 15, 1950

My dear friend:

A few weeks ago I mailed several letters to my friends asking assistance in helping me to raise the necessary funds to finance the Greenwood case, which is scheduled to come to trial on June 21. Many have responded, and generously, for which I am extremely grateful.

In a final effort to complete this fund before the trial, I am asking that you kindly send whatever funds you may have to this office by June 19.

Thanking you for your kind consideration and co-operation, I remain

Sincerely yours,"
6469,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6469,"Letter to Mr. McCray from L. M. Green, June 24, 1950, Page 2","A letter to Mr. McCray from L. M. Green sent on June 24, 1950.",1950,"page 2    Juuj    may God,3 blessings go with you and ever keep you strong and  able to carrie this progam,    This is a Com unit Authrise letter was want you to publish  this letter on your front page    yours Very-Truly    P.3 this Check is for ,253.QO we have already mail 325*00    and ,6.00    and this want be the last one","page 2
Juuj
may God,3 blessings go with you and ever keep you strong and able to carrie this progam,
This is a Com unit Authrise letter was want you to publish this letter on your front page
yours Very-Truly
P.3 this Check is for ,253.QO we have already mail 325*00
and ,6.00
and this want be the last one","Page 2

May God’s blessings go with you and ever keep you strong and able to carry this program. This is a Community Authorized letter. We want you to publish this letter on your front page.

Yours very truly,

P.S. This check is for $253.00. We have already mailed $325.00 and $6.00, and this won’t be the last one."
6470,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6470,"In the Court of General Sessions, June 19, 1950","A document about John H. McCray appearing at the Court of General Sessions on June 19, 1950 and pled guilty to a charge of criminal libel.",1950,"STATE OF SOUTH CAROLINA    COUNTY OF NEWBERRY    IN THE COURT OF GENERAL SESSIONS    On June 19, 1950, John McCray, editor of The Lighthouse  and Informer, appeared at the Court of General Sessions,  Newberry, South Carolina, and pled guilty to a charge against  him of criminal libel, that had been preferred by the Grant  Jury of Greenwood County, and was given the following    sentence","STATE OF SOUTH CAROLINA
COUNTY OF NEWBERRY
IN THE COURT OF GENERAL SESSIONS
On June 19, 1950, John McCray, editor of The Lighthouse and Informer, appeared at the Court of General Sessions, Newberry, South Carolina, and pled guilty to a charge against him of criminal libel, that had been preferred by the Grant Jury of Greenwood County, and was given the following
sentence","STATE OF SOUTH CAROLINA
COUNTY OF NEWBERRY
IN THE COURT OF GENERAL SESSIONS

On June 19, 1950, John McCray, editor of The Lighthouse and Informer, appeared at the Court of General Sessions, Newberry, South Carolina, and pled guilty to a charge against him of criminal libel that had been preferred by the Grand Jury of Greenwood County, and was given the following sentence:"
6493,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6493,"Letter to Mr. John McCray from Mrs. Johnnie M. Robinson, July 10, 1950","A letter to Mr. John H. McCray from Mrs. Johnnie M. Robinson sent on July 10, 1950.",1950,"The Colored Funeral Directors & Embalmers  Association of Soul'h Carolina  P.O.BOX 565  ROCK HILLjS.C.    July I0th,I950    Mr. John McCray    Columbia,S.C    Dear Sir;    and. Embalmers Asso    Ver# truly    Inclose find check amount $25.00 from The S.C. Colored. Funeral Directors    (Mrs^. )Johnie M.Robinson, Sec","The Colored Funeral Directors Embalmers Association of Soul'h Carolina P.O.BOX 565 ROCK HILLjS.C.
July I0th,I950
Mr. John McCray
Columbia,S.C
Dear Sir;
and. Embalmers Asso
Ver# truly
Inclose find check amount $25.00 from The S.C. Colored. Funeral Directors
(Mrs )Johnie M.Robinson, Sec","The Colored Funeral Directors & Embalmers Association of South Carolina
P. O. Box 565
Rock Hill, S.C.

July 10th, 1950

Mr. John McCray
Columbia, S.C.

Dear Sir:

Inclosed find check in the amount of $25.00 from the S. C. Colored Funeral Directors and Embalmers Association.

Very truly,
(Mrs.) Johnie M. Robinson, Sec."
6523,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6523,"Letter to Mr. John McCray from Jack Greenburg, August 10, 1950, Page 1","A letter to Mr. John McCray from Jack Greenburg sent on August 10, 1950.",1950,"N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.    20 WEST 4OTH STREET, NEW YORK 18, N. Y.    LOnqacre 3-6890    August 10, 1950    rtr. John McCray  LIGHTHOUSE AND INFORMER  1022^- Washington Street  Columbia, S. C,    Dear John:    Thank you very much for your Thank You  card. May I say that I am genuinely sorry that  there was not more that I could do.    JG:GS    Sincerely yours,    Jack Greenberg  Assistant Special    Counsel    Contributions are deductible for U. S. Income Tax Purposes","N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.
20 WEST 4OTH STREET, NEW YORK 18, N. Y.
LOnqacre 3-6890
August 10, 1950
rtr. John McCray LIGHTHOUSE AND INFORMER 1022 Washington Street Columbia, S. C,
Dear John:
Thank you very much for your Thank You card. May I say that I am genuinely sorry that there was not more that I could do.
JG:GS
Sincerely yours,
Jack Greenberg Assistant Special
Counsel
Contributions are deductible for U. S. Income Tax Purposes","N.A.A.C.P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.
20 West 40th Street
New York 18, N.Y.
Longacre 3-6890

August 10, 1950

Mr. John McCray
Lighthouse and Informer
1022 Washington Street
Columbia, S.C.

Dear John:

Thank you very much for your thank-you card. May I say that I am genuinely sorry that there was not more that I could do.

Sincerely yours,
Jack Greenburg
Assistant Special Counsel

Contributions are deductible for U.S. Income Tax purposes"
7056,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7056,"Letter to Mr. A. J. Clement, Jr. from John H. McCray, July 16, 1945","A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on July 16, 1945.",1945,"Progressive Democratic Party    Columbia 20, S. C.    July 16, 1945    Mr, A, J. Clement, Jr,,  Station A Box ?    c/o N, C. Mutual Ins., Co,,  Charleston, S, C.    Dear Mr, Clement:    In reply to your letters sent to the  Finance Committee from here, Mr, Levi G.  Byrd In a letter to me this morning, asked  me to tell you that he would leave Cheraw  at 10:30 A, M,f and will arrive in Conway  as soon as possible.    Sincerely yours,    John H, McCray","Progressive Democratic Party
Columbia 20, S. C.
July 16, 1945
Mr, A, J. Clement, Jr, Station A Box
c/o N, C. Mutual Ins. Co, Charleston, S, C.
Dear Mr, Clement:
In reply to your letters sent to the Finance Committee from here, Mr, Levi G. Byrd In a letter to me this morning, asked me to tell you that he would leave Cheraw at 10:30 A, M,f and will arrive in Conway as soon as possible.
Sincerely yours,
John H, McCray","Progressive Democratic Party
Columbia 20, S.C.

July 16, 1945

Mr. A. J. Clement, Jr.
Station A, Box
c/o N. C. Mutual Ins. Co.
Charleston, S.C.

Dear Mr. Clement:

In reply to your letters sent to the Finance Committee from here, Mr. Levi G. Byrd, in a letter to me this morning, asked me to tell you that he would leave Cheraw at 10:30 A.M. and will arrive in Conway as soon as possible.

Sincerely yours,
John H. McCray"
7110,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7110,"Letter to Mr. John H. McCray from A. J. Clement, Jr., September 30, 1944","A letter to Mr. John H. McCray from A. J. Clement, Jr. sent on September 30, 1944.",1944,"NORTH CAROLINA MUTUAL  LIFE INSURANCE COMPANY    DURHAM, NORTH CAR OLIN A=    September 30,1944.    Mr.John McCray    Columbia, S.C.    Dear Mr. McCray,    We have your letter of September 28th  and note that it is your plan to be her  on the 6th of October and we shall plan  accordingly to that end.    A public meeting will undoubtedly be  arranged.","NORTH CAROLINA MUTUAL LIFE INSURANCE COMPANY
DURHAM, NORTH CAR OLIN A=
September 30,1944.
Mr.John McCray
Columbia, S.C.
Dear Mr. McCray,
We have your letter of September 28th and note that it is your plan to be her on the 6th of October and we shall plan accordingly to that end.
A public meeting will undoubtedly be arranged.","NORTH CAROLINA MUTUAL LIFE INSURANCE COMPANY
Durham, North Carolina

September 30, 1944

Mr. John McCray
Columbia, S.C.

Dear Mr. McCray:

We have your letter of September 28th and note that it is your plan to be here on the 6th of October, and we shall plan accordingly to that end. A public meeting will undoubtedly be arranged."
7111,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7111,"Letter to John from Arthur, July 3, 1944","A letter to John from Arthur sent on July 3, 1944.",1944,"July 3,1944.    Dear John,    Your notice of meeting in Columbia Friday  the 7th received.    Our group from Charleston will be there  at the appointed hour.","July 3,1944.
Dear John,
Your notice of meeting in Columbia Friday the 7th received.
Our group from Charleston will be there at the appointed hour.","July 3,1944. 

Dear John:

Your notice of meeting in Columbia Friday the 7th received. Our group from Charleston will be there at the appointed hour."
7116,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7116,"Letter to Mr. A. J. Clement, Jr. from John H. McCray, August 7, 1945","A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on August 7, 1945.",1945,"August 7f 1945    Mr. A. J. Clement, Jr.,    Station A. Box ?    c/o N, C. Mutual Ins., Co.,  Charleston, S. C.    Dear Ur. Clement:    Sometime ago you promised a copy of your  Committees* report on the financial operations  of the party. We had expected receiving it  sometime last week but as of this morning have  not been so supplied.    Consequently we are not settled as to further  financial operations of the organization including  whatever current obligations we may have and find  raising plans we might put into effect.    Will you be good enough to advise me as to  final disposition of the matter.    Sincerely yours,    John H. McCray    JHMcC: dab","August 7f 1945
Mr. A. J. Clement, Jr.
Station A. Box
c/o N, C. Mutual Ins. Co. Charleston, S. C.
Dear Ur. Clement:
Sometime ago you promised a copy of your Committees* report on the financial operations of the party. We had expected receiving it sometime last week but as of this morning have not been so supplied.
Consequently we are not settled as to further financial operations of the organization including whatever current obligations we may have and find raising plans we might put into effect.
Will you be good enough to advise me as to final disposition of the matter.
Sincerely yours,
John H. McCray
JHMcC: dab","August 7, 1945

Mr. A. J. Clement, Jr.
Station A, Box ?
c/o N. C. Mutual Ins. Co.
Charleston, S. C.

Dear Mr. Clement:

Sometime ago you promised a copy of your committee’s report on the financial operations of the party. We had expected receiving it sometime last week but, as of this morning, have not been so supplied. Consequently, we are not settled as to further financial operations of the organization, including whatever current obligations we may have and fund-raising plans we might put into effect.

Will you be good enough to advise me as to final disposition of the matter.

Sincerely yours,
John H. McCray"
7262,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7262,"State Ballot, Democratic Primary Election, July 11, 1950","Two state ballots for the Democratic Primary Election on July 11, 1950.",1950,"DEMOCRATIC PARTY  of  SOUTH CAROLINA    STATE BALLOT  Democratic Primary Election,  July 11, 1950    For United States Senate  (Vote for one, scratch other)  OLIN D. JOHNSTON    J. STROM THURMOND    For Governor    (Vote for one, scratch others)  LESTER L. BATES  JAMES F. BYRNES  THOMAS H. POPE  MARCUS A. STONE    For Lieutenant Governor  (Vote for one, scratch other)    FRANK C. OWENS    GEO. BELL TIMMERMAN, JR.    For Secretary of State  (Vote for one, scratch other)    P. T. BRADHAM    O. FRANK THORNTON    For Attorney General  (Vote for one, scratch others)    T. C. CALLISON    LONNIE D. CAUSEY    CHARLES N. PLOWDEN    For Commissioner of Agriculture  (Vote for one, scratch other)    A. W. BETHEA    J. ROY JONES    DEMOCRATIC PARTY  of    SOUTH CAROLINA    STATE BALLOT    Democratic Primary Election,  July 11, 1950    For United States Senate  (Vote for one, scratch other)  OLIN D. JOHNSTON    J. STROM THURMOND    For Governor    (Vote for one, scratch others)  LESTER L. BATES  JAMES F. BYRNES  THOMAS H. POPE  MARCUS A. STONE    For Lieutenant Governor  (Vote for one, scratch other)    FRANK C. OWENS    GEO. BELL TIMMERMAN, JR.    For Secretary of State  (Vote for one, scratch other)    P. T. BRADHAM    O. FRANK THORNTON    For Attorney General  (Vote for one, scratch others)    T. C. CALLISON    LONNIE D. CAUSEY    CHARLES N. PLOWDEN    For Commissioner of Agriculture  (Vote for one, scratch other)    A. W. BETHEA    J. ROY JONES","DEMOCRATIC PARTY of SOUTH CAROLINA
STATE BALLOT Democratic Primary Election, July 11, 1950
For United States Senate (Vote for one, scratch other) OLIN D. JOHNSTON
J. STROM THURMOND
For Governor
(Vote for one, scratch others) LESTER L. BATES JAMES F. BYRNES THOMAS H. POPE MARCUS A. STONE
For Lieutenant Governor (Vote for one, scratch other)
FRANK C. OWENS
GEO. BELL TIMMERMAN, JR.
For Secretary of State (Vote for one, scratch other)
P. T. BRADHAM
O. FRANK THORNTON
For Attorney General (Vote for one, scratch others)
T. C. CALLISON
LONNIE D. CAUSEY
CHARLES N. PLOWDEN
For Commissioner of Agriculture (Vote for one, scratch other)
A. W. BETHEA
J. ROY JONES
DEMOCRATIC PARTY of
SOUTH CAROLINA
STATE BALLOT
Democratic Primary Election, July 11, 1950
For United States Senate (Vote for one, scratch other) OLIN D. JOHNSTON
J. STROM THURMOND
For Governor
(Vote for one, scratch others) LESTER L. BATES JAMES F. BYRNES THOMAS H. POPE MARCUS A. STONE
For Lieutenant Governor (Vote for one, scratch other)
FRANK C. OWENS
GEO. BELL TIMMERMAN, JR.
For Secretary of State (Vote for one, scratch other)
P. T. BRADHAM
O. FRANK THORNTON
For Attorney General (Vote for one, scratch others)
T. C. CALLISON
LONNIE D. CAUSEY
CHARLES N. PLOWDEN
For Commissioner of Agriculture (Vote for one, scratch other)
A. W. BETHEA
J. ROY JONES","DEMOCRATIC PARTY of SOUTH CAROLINA
STATE BALLOT
Democratic Primary Election, July 11, 1950

For United States Senate
(Vote for one, scratch other)
OLIN D. JOHNSTON
J. STROM THURMOND

For Governor
(Vote for one, scratch others)
LESTER L. BATES
JAMES F. BYRNES
THOMAS H. POPE
MARCUS A. STONE

For Lieutenant Governor
(Vote for one, scratch other)
FRANK C. OWENS
GEO. BELL TIMMERMAN, JR.

For Secretary of State
(Vote for one, scratch other)
P. T. BRADHAM
O. FRANK THORNTON

For Attorney General
(Vote for one, scratch others)
T. C. CALLISON
LONNIE D. CAUSEY
CHARLES N. PLOWDEN

For Commissioner of Agriculture
(Vote for one, scratch other)
A. W. BETHEA
J. ROY JONES"
7526,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7526,"Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 1","A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1946,"DR. FRANK C. OWENS    No ember 12, 1946.    J\\ Li. lint on,    1222 Heidt Street,  Columbia, South Carolina.    Dear Sir:    I have investigated, the case you recently reported to me  in which two negro soldiers became involved in a bus  episode and were carried dawn to Police Headquarters and  ^gBcharged with disorderly conduct. It appears that one  of the men spoke in a loud and abusive manner and generally  conducted himself in a disorderly way.    You must realize that we must have respect for the law from    -    Tn regard to manhandling prisoners, I have on more than one  occasion talked to the Police about this. I have talked to  them as a whole and 1 have sent messages to them through the  Chief as to my policy in this regard. I do not approve of  manhandling and I have, on at least one occasion., suspended a    . *    I realize the police officers have to protect themselves and *    I certainly do"""" not want them shot or beaten up being;overpolite  to the men whom they arrest. At the same time, I do not want  them to take advantage of their authority and of the badge  and uniform which they wear. Inlthis particular instance, 1  have had the officer involved up\\to my office and.1 have let  him understand personally just what my policy is m this  matter.    Any treatment that the soldier you have in mind may have had  in this case was certainly not because of his race. Had he","DR. FRANK C. OWENS
No ember 12, 1946.
J\\ Li. lint on,
1222 Heidt Street, Columbia, South Carolina.
Dear Sir:
I have investigated, the case you recently reported to me in which two negro soldiers became involved in a bus episode and were carried dawn to Police Headquarters and arged with disorderly conduct. It appears that one of the men spoke in a loud and abusive manner and generally conducted himself in a disorderly way.
You must realize that we must have respect for the law from
Tn regard to manhandling prisoners, I have on more than one occasion talked to the Police about this. I have talked to them as a whole and 1 have sent messages to them through the Chief as to my policy in this regard. I do not approve of manhandling and I have, on at least one occasion. suspended a
I realize the police officers have to protect themselves and
I certainly do"" not want them shot or beaten up being;overpolite to the men whom they arrest. At the same time, I do not want them to take advantage of their authority and of the badge and uniform which they wear. Inlthis particular instance, 1 have had the officer involved up\\to my office and.1 have let him understand personally just what my policy is m this matter.
Any treatment that the soldier you have in mind may have had in this case was certainly not because of his race. Had he","DR. FRANK C. OWENS
November 12, 1946

J. M. Hinton
1222 Heidt Street
Columbia, South Carolina

Dear Sir:

I have investigated the case you recently reported to me in which two Negro soldiers became involved in a bus episode and were carried down to Police Headquarters and charged with disorderly conduct. It appears that one of the men spoke in a loud and abusive manner and generally conducted himself in a disorderly way. You must realize that we must have respect for the law.

In regard to manhandling prisoners, I have on more than one occasion talked to the police about this. I have talked to them as a whole and I have sent messages to them through the Chief as to my policy in this regard. I do not approve of manhandling and I have, on at least one occasion, suspended an officer for it. I realize the police officers have to protect themselves and I certainly do not want them shot or beaten up by being over-polite to the men whom they arrest. At the same time, I do not want them to take advantage of their authority and of the badge and uniform which they wear.

In this particular instance, I have had the officer involved up to my office and I have let him understand personally just what my policy is in this matter. Any treatment that the soldier you have in mind may have had in this case was certainly not because of his race. Had he"
7527,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7527,"Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 2","A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1946,"(jl Mov.    been white and. had. acted, in the same manner that this man  did, he would have had the same charges placed against him.    We are going to have law and order and the proper respect  for law in Columbia, but we are not going to have abuse or  persecution.    Yours truly,    Frank C. Owens, Mayor  City of Columbia.    FCOtwmf","Mov.
been white and. had. acted, in the same manner that this man  did, he would have had the same charges placed against him.
We are going to have law and order and the proper respect  for law in Columbia, but we are not going to have abuse or  persecution.
Yours truly,
Frank C. Owens, Mayor City of Columbia.
FCOtwmf","[12 Nov. 1946]
City of Columbia
DR. FRANK C. OWENS
MAYOR
-2-

been white and had acted in the same manner that this man did, he would have had the same charges placed against him. 
We are going to have law and order and the proper respect for law in Columbia, but we are not going to have abuse or persecution.

Yours truly,
Frank C. Owens
Mayor, City of Columbia."
