Title,Creator,Contributors,Extent,Date,Source,Subject,Description,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path
"Financial record, 1949 October 9, financial statement of the members of Bethel A.M.E. Church, page 6",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea6-38,,,"'*35?
Ethel Taylor ------------
Josephine Fields —-------
Rebecca Darby -----------
Gladys Martin -----------
Carrie Wanamaker --------
j$red. Wanamaker —--~^^ ——
Harriett Wanamaker, Jr. -Angeline Evans ----------
$ ^.85
2.50
.50
•25
.20
.10
.25
Elizabeth Mance -------------.75
Grace Dickerson ----------  1.65
William T. Hare ----------  1.50
Carole L. Martin .--------—	.60
Charley Lewis --------------1.00
Leon G. DeLorme ------------2.50
Elector V. Harris - -------3.70
Bernice Cain — --------------.25
Beatrice Taylor -----------.10
CLASS # 20
J. M. Woodberry -------.—
James Speaks ------------
Win. Dantzler -----------
R. J. Herrin ------------
Lucile Butler ----■------
Robert Ross -------------
J. V. Lyles -------------
Mattie Bison ------------
Lloyd McCants -----------
Anna McCants ------------
Margarett Boone ----------
Lester Williams ---------
John Bull ---------------
Janie Butler ------------
18.75 12.75
2.25
2.00 2.00
12.75 2.00 .50 .80 »50
Mo 8.20 1.50 .30
CLASS # 21
Glover Whitener -------------
Joseph Nance -----------——
Julian Cain ■----------------
Alphonso Cain ---------------
Rosa Lyles ------------------
• .•* Alna Dickerson -------
y N. B. Huff ---------------
CLASS # 22
H. W. Webber ----------------
Magnolia Mills ---------•----
Gene Myers Blakely ----------
Vera Champion ---------------
Alice G. Hiller -------------
Bernice D. Hiller -----------
Henry Ruff, Jr. -------------
Vivian Myers ----------------
Arthur Jones ----------------
Alice Myers -----------------
Annie Hunter ----------------
Annabell Marshall -----------
Catherine Spencer — -------—
Lucy Calhoun ----------------
Wilhelmena Conners ----------
Chas. K. Mills --------------
Janes Gray ------------------
Hattie Levis —---------------
Vivian Gray ------------• ---.
20.50
1.00
2.75
3.25
2.00
3.15
5-75
12.25
23.10
.75
•75
2.05
5.00
3.25
6.25
6.50
4.66
2.00
7.25
3.72
6.00
.50
15.50
5.00
2.25
1.65",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/683,683,684.jp2,/adamsea/image/684.jp2
"Letter, 1949 October 10, Adams to his wife discussing the conference he is attending, page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Correspondence;Letters,adamsea6-39,,,"8-5 5?.
BISHOP A. J. ALLEN. O. O.LL. O.. CHAIRMAN
DEPARTMENT OF EDUCATION
A. M. E. CHURCH
REV. E. A. ADAMS, A. M., D. D., SECRETARY
COLUMBIA 16, S. C.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/684,684,685.jp2,/adamsea/image/685.jp2
"Letter, 1949 October 10, Adams to his wife discussing the conference he is attending, page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea6-40,,,"1
'j^^ ^^",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/685,685,686.jp2,/adamsea/image/686.jp2
"Eugene Avery Adams papers, 1892-1968, folder 06; October 9, 1949-April 15, 1950","Adams, E.A. (Eugene Avery), 1886-1958",,1 folder,1949;1950,"Manuscripts Annex, letter size papers, 12 December 1892 to 31 May 1968 and n.d. (folders 1-97)","Adams, E. A. (Eugene Avery), 1886-1958--Correspondence;African American Methodists--History",,"Eugene Avery Adams papers, 1892-1968",https://digital.library.sc.edu/collections/eugene-avery-adams-papers-1892-1968/,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",Post-War America (1946-1954);Civil Rights Era (1955-1969),,English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, Archival Master file is a TIFF",2016-03,Still Image;Text,image/jpeg,Audits;Church bulletins;Correspondence;Financial records;Letters;Manuscripts;Programs;Receipts;Church records;Social functions,,,Sarah Moore;Becky Thompson,,,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/686,686,687.cpd,/adamsea/supp/686/index.pdf
"Letter, 1957 October 3, Helen Mumm of the Cleveland Public Library to Rev. E Adams about an order",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-01,,,"it^

CLEVELAND PUBLIC LIBRARY
RAYMOND C. LINDQUIST	DIRECTOR
PROCESSING DEPARTMENT
VARELIA H. FARMER
325 SUPERIOR AVENUE
SUPERVISOR
CLEVELAND 14 OHIO
ORDER DIVISION HELEN J. MAUNU, HEAD
CATALOG DIVISION J. ELIAS JONES, HEAD
BOOK REPAIR DIVISION MARJORIE RAMISCH, HEAD
October 3. 1957
African Methodist Epsicopal Church
2113 Lady Street
Columbia, South Carolina
Attention: The Reverend Dr. E. A. Adams
Dear Dr. Adams:
Please enter our standing order for the Yearbook and Historical Guide to the AME Church and send us at this time the 1956 volume with bill.
Upon receipt of the 1956 edition and future editions as published with bill, we shall make payment.
Very truly yours.
Head, Order Division
HM:R:fo",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/687,687,688.jp2,/adamsea/image/688.jp2
"Letter, 1957 October 3, Helen Mumm of the Cleveland Public Library to Rev. E Adams about an order, backside showing the stamp approval from the clerk and treasurer",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-02,,,"It is hereby certified that the amount required to meet this expenditure has been lawfully appropriated for such purpose and is in the treasury or in process of collection to the credit of an appropriate fund free from any previous encumbrances.
Leo P. Johnson
Clerk - Treasurer",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/688,688,689.jp2,/adamsea/image/689.jp2
"List, n.d., List of meetings for the 1957-1958 for the Alpha PSI Lambda Chapter",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Lists;Administrative records,adamsea53-03,,,"&1
2/^^zj
ALPHA PSI LAMBDA CHAPTER
ALPHA PHI ALPHA FRATERNITY, Inc,
2957 — SCHEDULE OP MEETINGS — 1953
October 1, 1957
Le H* Bailey* H, Be Rutherford, I* P« Szcnback, T\ C* Will laws. He W0 Webber, Sa A, Heyward
November 5, 2957
B0 A9 Everett, T* J9 Everett, J. Ma Hintin, Jr,, A, W, Simkins, J» C, Tingman, I, Pa Chappelle
December 3, 1957
J, Wa Hunter, Hale Wa C, Kennedy, A, Ta Bitier, C, D, Ingram, Robert Simmons
January 7, 2958
Calvin Corley, A, D, Greene, Edward Coker, C, A„ Green, John Stevenson
February 4, 2958
E* Aa Adams, C, E0 Morgan, Jasper Salmond, Wa Aa Whaley, N, Ha Burton
March 4* 2958
U„ E. Crumlin, T, 7. Swinton, Prank Veil, To S, Martin, Thomas Robinson
April 8, 2958
J* A, Bacoats, E„ E„ Pranks, Matthew ""annon, Charl ie Brunson, Marc Brown
May 6, 1958
E* Ra Bussell, J* 0* Jackson, Sylverter Williams, C. O0 Spann, Robert Pindar
June 20, 1958
(If meeting is held, brothers not included on the l ist will be asked to handle the tasks of h osts)",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/689,689,690.jp2,/adamsea/image/690.jp2
"Program, 1957 September 29, St. James A.M.E Church program for the Men's Club Meeting-page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Programs;Church records,adamsea53-04,,,"1551
ST. JAMES
A. M. E.
CHURCH
REV. J. C. BATES, PASTOR
A CORDIAL WELCOME TO AH
FIFTH ANNUAL MEN’S DAY
MR. RICHARD MARTIN, PRESIDING
SUNDAY SCHOOL „ . ^ . ».-. . *10-0™ Mo MORNING WORSHIP. . < . . < olKJCA.M. A* C. E. LEAGUE© o . . . . e 6:00P.M. EVENING WORSHIP. ... ... 7:00P.M.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/690,690,691.jp2,/adamsea/image/691.jp2
"Program, 1957 September 29, St. James A.M.E Church program for the Men's Club Meeting-page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-05,,,"MORNING WORSHIP SEPTEMBER 29, 19^7
(SIIENOE IS REQUESTED AFTER THE PRELUDE BEGINS)
PRELUDE . . ............ . . . PIANIST
PROCESSIONAL HSIN
DOXOLOGY . - . ...............MUSICAL CHOIR
CALL TO WORSHIP'. ....... .RICHARD MARTIN
OPENING HYMN Noo ^ C.M.. . ... • .J. A. LYLES
Lord, in the morning Thou shalt hear My voice ascending high;
To Thee will I direct my prayer, To Thee lift up mine eye o
Up to the hills where Christ is gone
To plead for all His saints,
Presenting, at His Father’s throne, Our songs and cur complaints.
Thou art a God before whose sight The wicked shall not stand;
Sinners shall ne’er be Thy delight, Nor dwell at Thy right hand.
But to Thy house will I resort. To- taste Thy mercies there;,.
I will frequent Thy holy court !	•
And worship in Thy fear.
A-Men
INVOCATION ................  .	.OSBORNE SINGIE TON
SELECTION..........................MUSICAL	CHOIR
SCRIPTURE .......................ROBERT	SMITH
NO. 10 L.M.
From all that dwell below the skies. Let thee Creators’ praise arise; Let the Redeemer’s name be sung, Throuth every land by every tongue.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/691,691,692.jp2,/adamsea/image/692.jp2
"Program, 1957 September 29, St. James A.M.E Church program for the Men's Club Meeting-page 3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-06,,,"DECALOGUE .........................RUFUS	PRESSLEY
OFFERTORY FOR MISSIONS . .
MEDITATION HY^N No* 192 C.-Moo • GECR GE PHELPS
0 God, our help in ages past.
Our hope for years to come,
Our shelter from the stormy blast, And our eternal home:
Under the shadow of thy throne,
i	Still may we dwell secure;
Sufficient is’ thine arm alone,
And our defense’is sure.
Before the hills in order'stood.
Or earth received her'framo,
From everlasting thou aft God, To endloss years the same, \
A thousand ages, in thy sight,
'Are like 'an evening gone:
Short’ as the watch that ends the night
Before the rising suno
SELECTION. <,'. .	. .a . . .0. .JUBILEE -CHOIR
THE MESSAGE '. . . o .. . „ c.. ooR^^^ Ogilsby
INVITkjn ORAL HYMN Noo 293 Ge-Mo 0 , -Fovo Batos
A charge to keep I have* , . J	1
A God to glorify;• ’• :-
A never dying soul to save, And fit it for the sky.
)N
{	Toserve the present age,
My calling to fulfill:
0 may it all my powers engage, To do my Master’s will '
CHAT THE LORD’S PRAYER ..... .AUDIENCE ANNOUNCEMENTS-, ....... .ROBERT TEE SMITH",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/692,692,693.jp2,/adamsea/image/693.jp2
"Program, 1957 September 29, St. James A.M.E Church program for the Men's Club Meeting",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-07,,,"WEEKLY OFFERING
PRAYER OF ASPRIATION ..... . .MINISTER
RECOGNITION OF VISITORS ........MINISTER
APOSTLES* CREED ......... AUDIENCE
DOXOLOGY ...................MUSICAL	CHOIR
BENEDICTION ....................MINISTER
^7 :HHHHHHHH^HHHHHW.HH^^^^^
SUNDAY NIGHT
CALL TO WORSHIP ............REV.	BATES
OPENING HYMN No. £ C.M.
INVOCATION............E.	J. JOHNSON
SELECTION .................... CHOIR
SCRIPTURE ...............REV. OGILSBY
DECALOGUE..................REV.BATES
OFFERTORY FOR MISSION
MEDITATION HYMN No. 6. . . .REV. OGIISBY
THE MESSAGE .........DR.	B.C.CUNNINGHAM
INVITATIONAL HYMN No. 1^5 , . .REV. BATES
CHANT THE LORD’S PRAYER ....AUDIENCE
ANNOUNCEMENTS...
OFFERING
PRAYER
RECOGNITION OF VISITORS.........MINISTI
APOSTLES* CREED ................	.AUDIE]
DOXOLOGY ................MUSICAL	CHOIR >
BENEDICTION.................MINISTER
3HHHHHHHHHi3HHHHHHHHHHHHHHHHHHHHHH& •JHHc iSUMHHfr
OFFERING FOR LAST SUNDAY
Sunday School Mission Trustees
Budget
Building Fund
Weekly Offering
$ 7.00
1.31
9.50
57.50
8.00 3^.21",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/693,693,694.jp2,/adamsea/image/694.jp2
"Letter, 1957 September 27, J. C. Tingman and J. O. Jackson of the Alpha Men Group announcing the October 1, 1957 meeting at Benedict College to members",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-08,,,"«35?-
/^7^^
1300 He idt St,, Apt, D Golumb ia, 8.C.
September 37, 2957
Osar Brothers
The Fellowship Hepting of AIL Alpha, Hen in the Greater Columbia Community will be held tn the Brows ing Boom of Benedict College Tuesday, October 1st, at 3:30 P. M, We of Alpha Psi Landa would. 1 ike to have you come ami share the spirit of brotherly fellowship with* us at this time. The host brothers are preparing to enterta in all graduate and undergraduate brothers in our vic inity, so be sure to come and bring another brother with you,
We are hoping that with your help and participation this will be one of the most successful years in the history of Alpha Psi Banda, Since this is the first meeting of our Chapter for the year, we urge you to Join us in planning a meaningful and purposeful program for our -chapter, Four cooperation is vitally necessary to insure the type of success we antic ipate.
Host brothers for this meeting are: Bros, B, R, Bailey, H, B, Rutherford, I, P. Stanback, F. C, Will iams, H, W. Webber and 8, A, Heyward,
The House of Alpha is always open to you. We shall expect you Tuesday night.
Fours in Alpha,
nt Secreta ry
J, C. Wingman Pres ident
■on.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/694,694,695.jp2,/adamsea/image/695.jp2
"Letter, 1957 September 25 Ruth Dinkins of Allan University announcing that a grant for Allan University has been approved and asking for more contributions to the scholarship fund",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-09,,,"ALLEN UNIV7 RSITY SCFYLARSFIP ANY H^ai^’T FOUNDATION
Box 131
ALLEN UNIVERSITY	COLUMBIA, SOUTH CAROLINA
September 23, 1957
Dear Fellow-worker:
President Fr^nk P. Veal received from Nr. Kenneth I. Brown, representing the Danforth Foundation, correspondence which stated that a grant of *10,000 to Alien University had been approved. And that this sum is available to the institution upon request after we meet their specification of matching the gift.
'e must increase our contributions to the Allen University Scholarship and Endowment Foundation to *10,000Q As soon as we have met this requirement the Business Manager will certify this fact to the Danforth Foundation. ^hen this procedure has been carried out their matching check of *10,000 will be forthcoming.
^re are therefore asking you to make as liberal a contibution to the Allen University Scholarshup and Endowment Foundation as you possibly can in the immediate future.
Yours for the advancement of Christian Youth,
Ruth E. Dinkins",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/695,695,696.jp2,/adamsea/image/696.jp2
"Letter, 1957 October 31,  Nelson R. Burr of the Firestone Library of Princeton University to Rev. E. A, Adams asking for a copy of the yearbook for the church and any published history of the church to be include in the Special Program in American Civilization at Princeton University",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-10,,,"H^
/5/ a/ ^^
PRINCETON UNIVERSITY
Special Program in American Civilization
FIRESTONE LIBRARY
October 31, 1957
Dr. E. A. Adams, Historiographer
African Methodist Episcopal Church
2113 Lady Street
Columbia 16, South Carolina
Dear Sir:
The Special Program in American Civilization of Princeton University is engaged in compiling an annotated and critical bibliography of the history and status of religious groups in the United States. Publication is scheduled for sometime in the year 1958.
The bibliography will include a section for Negro denominations, with references to their histories, cyclopedias, yearbooks, periodicals, etc. We would be most grateful to you for sending us the latest issue of the yearbook of your church, also a copy of any published history of the church. If there are several histories in book form, or important articles on the church’s history and work, we would be glad to receive a list of them, with authors and dates and places of publication.
Sincerely yours.
Nelson R. Burr",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/696,696,697.jp2,/adamsea/image/697.jp2
"Program, 1957 October 13,  Joint Vespers Service between Allen University and Benedict University, held at Allen University Auditorium-page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Programs;Church records;Social functions,adamsea53-11,,,"25J?
6/J
■ AND :
Joint Vesper Service
Sunday Evening, October 13, 1957
SIX O’CLOCK
Allen University Auditorium",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/697,697,698.jp2,/adamsea/image/698.jp2
"Program, 1957 October 13,  Joint Vespers Service between Allen University and Benedict University, held at Allen University Auditorium-page 2",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-12,,,"9^- ^■^^0'^9^^9^9~9'9'9'9-9^9^9'99^99'9^9'9'9^9'9^9'9^9'9'9'9'9'9'9'^9'9'9'9'9'9'^9'9'9^'9^
PRELUDE-------
PROCESSIONAL—Glorious Things of Thee Are Spoken (Baek Page)—Audience Standing
DOXOLOGY------
CALL TO WORSHIP:-------
Minister:—I was glad when they said unto me, let us go into the house of the Lord, our feet shall stand within thy gates, 0 Jerusalem.
People:—For a day in thy courts is better than a thousands. I had rather be a doorkeeper in the house of my God than to dwell in the tents of wickedness.
M:—Because of the house o thfe Lord our God I will seek thy good.
P:—Those that be planted in the house of the Lord, shall flourish in the courts of our God.
M:—Blessed are they that dwell in thy house. Lord, I have loved thy habitation, the place where thy honor dwelleth.
P:—For the Lord is in His holy temple, let all the earth keep silence before Him.
M:—Let the words of my mouth, and the meditation of my heart, be acceptable in Thy sight, 0 Lord, my strength and my Redeemer.
P:—0 sing unto the Lord a new song, for He has done marvelous things. Make a joyful noise unto the Lord, all the earth, and sing praises.
HYMN ______“There’s A Wideness In God’s Mercy” _ Faber
1	There’s a wideness in God’s mercy
Like the wideness of the sea;
There’s a kindness in His justice,
Which is more than liberty.
2	There is welcome for the sinner, And more graces for the good; There is mercy with the Savior; There is healing in His blood.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/698,698,699.jp2,/adamsea/image/699.jp2
"Program, 1957 October 13,  Joint Vespers Service between Allen University and Benedict University, held at Allen University Auditorium-page 3",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-13,,,"3	For the love of God is broader,
Than the measure of man’s mind; And the heart of the Eternal,
Is most wonderfully kind.
4	If our love were but more simple, We should take Him at His word; And our lives would be all sunshine, In the sweetness of our Lord. Amen.
PRAYER-----
RESPONSE------
SCRIPTURE-----
CHORAL RESPONSE-------
Minister:—The Lord be with you.
Choir:—And with Thy spirit.
Minister:—0 Lord, show Thy mercy upon us:
Choir:—And grant us Thy salvation.
Minster:—0 God, make clean our hearts within us:
Choir:—And take not Thy Holy Spirit from us.
Minister:.—0 Lamb of God, that takest away the sins of the world:
Choir:—Grant us Thy peace. Amen.
AN1HEM-—“In The Night Christ Came Walking” Noble Cain
PRESENTATION OF SPEAKER---------
MESSAGE—Dr. E. A. Adams, Historiographer, African Methodist Episcopal Church
ANTHEM _______________150th Psalm ___________ Randagger
University Choir
DOXCLOGY------
RECESSiO. AL-----
BENEDICTION------
Seven old Amen__________________________________Stainer",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/699,699,700.jp2,/adamsea/image/700.jp2
"Program, 1957 October 13,  Joint Vespers Service between Allen University and Benedict University, held at Allen University Auditorium-page 4",,,,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,,adamsea53-14,,,"GLORIOUS THINGS OF THEE ARE SPOKEN
Glorious things of thee are , poken,
Zion city of our God; He whose words cannot be broken Formed thee for His own abode;
Cn the Rock of Ages founded, What can shake thy sure repose? With salvation’s walls surrounded, Thou mayst smile at all thy foes.
See, the streams of living waters, Springing from eternal Love, Well supply thy sons and daughters, And all fear of want remove; Who can faint, while such a river Even flows their thirst assuage; Grace, which, like the Lord the Giver, Never fails from age to age?
Round each habitation hovering, See the cloud and fire appear, For a glory and a covering, Showing that the Lord is near; Thus deriving from their banner Light by night and shade by day, Sale they feed upon the manna Which He gives them when they pray. A-men
Newton
'^*########*#######4####^/#.t####/#*##*###/^#*##/##*###^#####4'",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/700,700,701.jp2,/adamsea/image/701.jp2
"Letter, 1957 October 15, E. Coolidge Burton to Rev. E. Adams about the 129th Anniversary Celebration of the Israel A. M. E. Church",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-15,,,"SiSI

th Anniversary Celebration
""DO MORE FOR CHRIST""
129
ISRAEL AFRICAN METHODIST EPISCOPAL CHURCH
ORGANIZED 1828
381 HAMILTON STREET, ALBANY, N. Y.
PHONE 6-1105
THE OLDEST NEGRO RELIGIOUS INSTITUTION IN THE COUNTY AND CITY OF ALBANY
REV. B. C. BURTON MINISTER
October 15, 1957
Dr. E. A. Adams
2113 Lady St. Columbia, S. C.
Dear Dr. Adams,
This comes to let you know that African Methodism is on the march here in the Capital of the Empire State of New York. We are in the process of celebrating the 129th Anniversary Celebration of the Israel A. M. E. Church. The celebration will begin Sunday, November 3, 1957, ending Sunday, November 10, 1957 with the Rt. Reverend Geo. W. Baber, A.M., D.D., presiding bishop of the First Episcopal District delivering the anniversary message in the afternoon at 3 o'clock.
The building in which we are worshiping was erected in 1852. It is in dire need of extensive repairs. I was assigned to Israel last year by my good bishop for the purpose of restoring this edifice. I am happy to report that in less than a year we have through God made a great beginning. We have begun to rebuild the walls of Old Israel Church. We have come a long ways, but there is much to be done. Therefore, we are appealing to the Reverend Fathers in God, the general officers, ministers and friends of the Church to help us in our struggle. We are trying to raise $100,000.00. Will you help us?
Israel Church is one of the older churches in the A. M. E. Church connection. It was organized before the bells of freedom rang for our people. It served as an underground railroad station for the slaves who escaped from the slave camps to seek their freedom. Will you kindly help us to preserve this our great heritage and perpetuate African Methodism in Albany by sending us a donation?
Whatever you send will be greatly appreciated. Please make check payable to Israel A. M. E. Church Building Fund. Many thanks and may God continue to bless you and yours. I am
de",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/701,701,702.jp2,/adamsea/image/702.jp2
"Letter, 1957 October 22, Rev. W. S. Mims to Rev. E. A. Adams asking for Adams to attend the D. J. Zeigler hearing on October 29, 1957",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Letters;Correspondence,adamsea53-16,,,"?2S1
^i e^. ^j
REV. W. SAMUEL MIMS A.B., D.D.
PRESIDING ELDER
5 (grerntuonii Swtrirt
pebmnni, ^.^1. ^nnftrntr?
P. O. BOX 447
ABBEVILLE, S. C.
October 22, 1957
Dr. E. A. Adams
2113 Lady Street
Columbia, South Carolina
Dear Dr. Adams:
I am scheduled to meet court in Laurens, South Carolina, Tuesday morning October 29, 1957* The D. J. Zeigler case will be heard at this time.
prepared to say a word in my behalf on. I am.
Please come if called u
urs,
Mims
Brotherly ^
P. S. In the event that the case be postponed, I shall telephone you.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/702,702,703.jp2,/adamsea/image/703.jp2
"Program, 1957 October 24-25, Columbia Annual Conference Institute held at the Emmanuel A. M. E. Church, Columbia, South Carolina, Page 1",,,1 item,,,,,"Eugene Avery Adams papers, 1892-1968",,University of South Carolina. South Caroliniana Library," Copyright Not Evaluated. For more information contact the South Caroliniana Library, University of South Carolina, Columbia, SC 29208.",,,,,,,,Programs;Church records,adamsea53-17,,,"COLUMBIA ANNUAL CONFERENCE INSTITUTE-------------OCTOBER 24-25,1957
EMANUEL A.M.E. CHURCH, COLUMBIA, S. C.
Rt. Rev. I. H. Bonner.............................Presiding Bishop
Dr. E. A. Adams.................................Host General Officer
Dr. B. C. Cunningham
Dr. I. 0. Simmons
Dr. 0. C. Dunham
Dr. T. H. Addison...................................Presiding	Elders
Rev. Wallace E. Crumlin, Dean
Theme: The Nature and Function of the Holy Spirit
Sources- The Holy Bible
Dillistone, F. W.
The Holy Spirit in the Life of Today
Philadelphia: The Westminister Press, '47,
Heavenly Dove (200 C.M.)......Watts
3
In vain we tune our formal songs In vain we strive to rise; Hosannahs languish on our tongues, And our devotion dies.
5
Come, Holy Spirit, Heavenly Dove With all thy quick’ ning powers Come, shed abroad the Saviour's love, And that shall kindle ours
Theme Song: ""Come Holy Spirit, 1
Come, Holy Spirit, Heavenly Dove, With all thy qulck'ning powers, Kindle a flame of sacred love In these cold hearts of ours.
2
Look how we grovel here below Fond of these earthly toys;
Our souls, how heavily they go. To reach eternal joys.",,2016-12-08,2016-12-08,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/adamsea/id/703,703,704.jp2,/adamsea/image/704.jp2
