"CONTENTdm number","Reference URL","Title","Description","Year","Transcript"
6249.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6249","Letter to John from J. C. Parler, May 24, 1950","A letter to John from J. C. Parler sent on May 24, 1950.",1950.0,"WILKINSON HIGH SCHOOL    ORANGEBURG CITY SCHOOLS    OFFICE OF THE PRINCIPAL  ORANGEBURG, SOUTH CAROLINA    May 24, 1950    Dear John,    Please find attached the names of members of our staff who  made a contribution to your defense fund, also one section  of the eighth grade here at the Wilkinson High School, who  has been very much interested in you and the work that you  are doing for our group in the state. The contribution thus  follows:    Eighth Grade $10.55    (Section I)    Staff Members 49.00    on List    Total $59.55    Money order for $57.55 and check for $2.00 are enclosed.    I hope that the contribution made by the teac-hers and students  will help some in keeping your position where you can continue  to fight for first class citizenship.    Very truly yours,    J. C. Parler    jcp:c"
6292.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6292","Letter to Mr. Richard E. Fields from John H. McCray, February 17, 1950, Page 1","A letter to Mr. Richard E. Fields from John H. McCray sent on February 17, 1950.",1950.0,"1507 Hirden Street    February 17, 115 0    hr* RlcnoBl a* Fieldc    186 Ooiaing street    Oh Me st on, south On ro line    Bear hr, Fielasi    Shanks ver much for your letter  additional notation which 1ollow our  weeks ago*    of February 16, and tat  conversation of a lew    X &lt;a passing both along to hr* Thurgood Marshall who is  In the process of shaping up the case, -..1th & pertinent  suggestion to him* I expect him to be in the btate in the  near future,    I agree with you the chances of winning at Greenwood  appear impossible yet if if could be so maneuvered that a  motion for a directed verdict could be mede, I have reasons  to believe that such a motion would be cheerfully allowed*    I am also of the opinion that the main emphasis at  Greenwood should be ground work lor appeal, and that - if  st all possible - a precedent as the greater of venues  could be established*    It is my understanding that in Criminal Courts such  changes are allowed to adjourning counties. In the case  at hand however, the prosecuting witness is the solicitor  whose influence cover all counties in tne Circuit, hardly  foreseen by framers of present codes and statues* I think  you can follow my reasoning*    As to possibilities of compromisei nothing is et  certain but I understand certain powerful forces, of which  I had no knowledge, have been exerting influence, a report  on which I expect in the next few uu;. s*"
6293.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6293","Letter to Mr. Richard E. Fields from John H. McCray, February 17, 1950, Page 2","A letter to Mr. Richard E. Fields from John H. McCray sent on February 17, 1950.",1950.0,"hr. Fields, Fage 2, February 17, 1J50    I certainly  the case and ask  if it so plea es  upon you in this    appreciate the t line and effort you have given  that you subr.it a bill covering such expense,  you. Of course I shall continue to depend  matter*    With kindest regards, I am    Sincerely yours,    John H. LcOrey"
6309.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6309","Letter to Mr. John McCray from Luther J. Burns, May 10, 1950","A letter to Mr. John McCray from Luther J. Burns sent on May 10, 1950.",1950.0,"DIAL 2-1886    L. T. FURVIS, Pharmacist    PURVIS PHARMACY    N. E. CORNER COMING AND MORRIS STREETS    CHARLESTON 15, S. C.    May 10,1950    Mr.John McCray    Columbia, S.C.    Dear John,    I AM SORRY TO HEAR OF THE PREDICAMENT IN WHICH YOU FIND  YOURSELF. I FEEL THAT IF ANYONE DESERVES HELP IT IS YOU.    Your services to the Negro of South Carol ins cannot    BE MEASURED IN DOLLARS AND CENTS.    AT A GREAT SACRIFICE TO ME I AM MAKING THIS CONTRIBUTION    OF FIFTY DOLLARS WITH THE HOPE THAT YOU WILL WIN OUT IN THIS CASE.    I AM SENDING THIS DIRECT TO# YOU BECAUSE I DO    NOT WANT ANY PUBLICITY. THIS IS STRICTLY BETWEEN YOU AND ME.    Hoping you all the success in this matter  Yours friendly,"
6310.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6310","Letter to Mr. John H. McCray from D. Ireland Thomas, May 11, 1950","A letter to Mr. John H. McCray from D. Ireland Thomas sent on May 11, 1950.",1950.0,"A link in the chain of The BIJOU AMUSEMENT CO., of NASHVILLE, TENN.    THE LINCOLN THEATRE    Phone 24109 CHARLESTON 12, SOUTH CAROLINA Phone 24109    May,    11,  1950.    Mr.John H.McCray,    Columbia,S .0.    Bear Slr;-    I am sending you $100.00.    I have been sick but I am getting better now.    My deposits are with my wife and she will not sign for a  greater amount so I will..have to let it go at that.    I sincerely hope that you will get out of it all right.    I will write you when I get better.    Your friend,    D.Ireland Thomas."
6325.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6325","Letter to a friend from Ross Stafford, May 14, 1950","A letter to a friend from Ross Stafford sent on May 14, 1950.",1950.0,"1507 HHarden Street  Columbia S.C.    Rte. 1 Box 247  Gorgetown S.C.    May 14th.1950    My dear friend    I receave your letter ,but It was too late to  get this money to you monday the 14th. but I  hope you will make every thing all right.    so here is thirty dollars my people and I  is sedding this to-you. I hope you will have  good luck from your friend.    Ross Stafford"
6332.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6332","Letter to Mrs. Harriet G. Liverman from James O. Myers, May 16, 1950","A letter to Mrs. Harriet G. Liverman from James O. Myers sent on May 16, 1950.",1950.0,"A-56 Drayton Street  Newberry, South Cardlira.  May 16,1950.    Mrs. Harriet G. Liverman  1507 Harden St.  Columbia 4, S.C.    Dear Madam:    A few days ago I heard. +hat Mr. John H. McCray was asking  for contributions from the teachers of South Carolina to be  anolled to a special fund for the purpose of securing an  Attorney,or rather the services of an Attorney.    Inclosed you will find my personal check In amount of  Qwerty five dollars ($25.00) to be anjlled on that fund.    Wishing for him VICTORY."
6344.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6344","Letter to Mrs. Harriet G. Liverman from Mr. & Mrs. E. P. Myers, May 18, 1950","A letter to Mrs. Harriet G. Liverman from John H. McCray sent on May 18, 1950.",1950.0,"Post Office Box 292    Georgetown, South Carolina    May 18, 1950    Lire. Harriett G. Liverman  1507 Harden Street  Columbia, South Carolina    Bear Mrs Liverman,    In answer to the appeal made by Mr. A. J. Clement, Jr.,    and others in regard to Hr. John McCray, we inclose five (^5.00)    dollars, which we ho_e will be of a little help.    Yours truly,    Hr. Sc i.rs. E. P. Myers    owner M Manager of Myers Mews Stand    Post Office Box 292    Georgetown, South Carolina    Encl: (1)"
6453.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6453","Letter to a dear friend from John H. McCray, June 15, 1950","A letter to a dear friend from John H. McCray sent on June 15, 1950.",1950.0,"1507 Harden Street    My dear friend:    Columbia/e3outh Carolina    June 15, 1950    A few weeks ago I mailed several letters to my  friends asking assistance in helping me to raide the necessary  funds to finance the Greenwood case, which is scheduled to  come to trial on June 21. Many have responded, and generously,  for which I am extremely grateful.    In a final effort to complete this fund before  the trial, I am asking that you kindly send whatever funds you  may have to this office by June 19.    Thanking you for your kind consideration and  co-operation, I remain    jhm/1    Sincerely yours,"
6469.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6469","Letter to Mr. McCray from L. M. Green, June 24, 1950, Page 2","A letter to Mr. McCray from L. M. Green sent on June 24, 1950.",1950.0,"page 2    Juuj    may God,3 blessings go with you and ever keep you strong and  able to carrie this progam,    This is a Com unit Authrise letter was want you to publish  this letter on your front page    yours Very-Truly    P.3 this Check is for ,253.QO we have already mail 325*00    and ,6.00    and this want be the last one"
6470.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6470","In the Court of General Sessions, June 19, 1950","A document about John H. McCray appearing at the Court of General Sessions on June 19, 1950 and pled guilty to a charge of criminal libel.",1950.0,"STATE OF SOUTH CAROLINA    COUNTY OF NEWBERRY    IN THE COURT OF GENERAL SESSIONS    On June 19, 1950, John McCray, editor of The Lighthouse  and Informer, appeared at the Court of General Sessions,  Newberry, South Carolina, and pled guilty to a charge against  him of criminal libel, that had been preferred by the Grant  Jury of Greenwood County, and was given the following    sentence"
6493.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6493","Letter to Mr. John McCray from Mrs. Johnnie M. Robinson, July 10, 1950","A letter to Mr. John H. McCray from Mrs. Johnnie M. Robinson sent on July 10, 1950.",1950.0,"The Colored Funeral Directors & Embalmers  Association of Soul'h Carolina  P.O.BOX 565  ROCK HILLjS.C.    July I0th,I950    Mr. John McCray    Columbia,S.C    Dear Sir;    and. Embalmers Asso    Ver# truly    Inclose find check amount $25.00 from The S.C. Colored. Funeral Directors    (Mrs^. )Johnie M.Robinson, Sec"
6523.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6523","Letter to Mr. John McCray from Jack Greenburg, August 10, 1950, Page 1","A letter to Mr. John McCray from Jack Greenburg sent on August 10, 1950.",1950.0,"N. A. A. C. P. LEGAL DEFENSE AND EDUCATIONAL FUND, INC.    20 WEST 4OTH STREET, NEW YORK 18, N. Y.    LOnqacre 3-6890    August 10, 1950    rtr. John McCray  LIGHTHOUSE AND INFORMER  1022^- Washington Street  Columbia, S. C,    Dear John:    Thank you very much for your Thank You  card. May I say that I am genuinely sorry that  there was not more that I could do.    JG:GS    Sincerely yours,    Jack Greenberg  Assistant Special    Counsel    Contributions are deductible for U. S. Income Tax Purposes"
7056.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7056","Letter to Mr. A. J. Clement, Jr. from John H. McCray, July 16, 1945","A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on July 16, 1945.",1945.0,"Progressive Democratic Party    Columbia 20, S. C.    July 16, 1945    Mr, A, J. Clement, Jr,,  Station A Box ?    c/o N, C. Mutual Ins., Co,,  Charleston, S, C.    Dear Mr, Clement:    In reply to your letters sent to the  Finance Committee from here, Mr, Levi G.  Byrd In a letter to me this morning, asked  me to tell you that he would leave Cheraw  at 10:30 A, M,f and will arrive in Conway  as soon as possible.    Sincerely yours,    John H, McCray"
7110.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7110","Letter to Mr. John H. McCray from A. J. Clement, Jr., September 30, 1944","A letter to Mr. John H. McCray from A. J. Clement, Jr. sent on September 30, 1944.",1944.0,"NORTH CAROLINA MUTUAL  LIFE INSURANCE COMPANY    DURHAM, NORTH CAR OLIN A=    September 30,1944.    Mr.John McCray    Columbia, S.C.    Dear Mr. McCray,    We have your letter of September 28th  and note that it is your plan to be her  on the 6th of October and we shall plan  accordingly to that end.    A public meeting will undoubtedly be  arranged."
7111.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7111","Letter to John from Arthur, July 3, 1944","A letter to John from Arthur sent on July 3, 1944.",1944.0,"July 3,1944.    Dear John,    Your notice of meeting in Columbia Friday  the 7th received.    Our group from Charleston will be there  at the appointed hour."
7116.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7116","Letter to Mr. A. J. Clement, Jr. from John H. McCray, August 7, 1945","A letter to Mr. A. J. Clement, Jr. from John H. McCray sent on August 7, 1945.",1945.0,"August 7f 1945    Mr. A. J. Clement, Jr.,    Station A. Box ?    c/o N, C. Mutual Ins., Co.,  Charleston, S. C.    Dear Ur. Clement:    Sometime ago you promised a copy of your  Committees* report on the financial operations  of the party. We had expected receiving it  sometime last week but as of this morning have  not been so supplied.    Consequently we are not settled as to further  financial operations of the organization including  whatever current obligations we may have and find  raising plans we might put into effect.    Will you be good enough to advise me as to  final disposition of the matter.    Sincerely yours,    John H. McCray    JHMcC: dab"
7262.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7262","State Ballot, Democratic Primary Election, July 11, 1950","Two state ballots for the Democratic Primary Election on July 11, 1950.",1950.0,"DEMOCRATIC PARTY  of  SOUTH CAROLINA    STATE BALLOT  Democratic Primary Election,  July 11, 1950    For United States Senate  (Vote for one, scratch other)  OLIN D. JOHNSTON    J. STROM THURMOND    For Governor    (Vote for one, scratch others)  LESTER L. BATES  JAMES F. BYRNES  THOMAS H. POPE  MARCUS A. STONE    For Lieutenant Governor  (Vote for one, scratch other)    FRANK C. OWENS    GEO. BELL TIMMERMAN, JR.    For Secretary of State  (Vote for one, scratch other)    P. T. BRADHAM    O. FRANK THORNTON    For Attorney General  (Vote for one, scratch others)    T. C. CALLISON    LONNIE D. CAUSEY    CHARLES N. PLOWDEN    For Commissioner of Agriculture  (Vote for one, scratch other)    A. W. BETHEA    J. ROY JONES    DEMOCRATIC PARTY  of    SOUTH CAROLINA    STATE BALLOT    Democratic Primary Election,  July 11, 1950    For United States Senate  (Vote for one, scratch other)  OLIN D. JOHNSTON    J. STROM THURMOND    For Governor    (Vote for one, scratch others)  LESTER L. BATES  JAMES F. BYRNES  THOMAS H. POPE  MARCUS A. STONE    For Lieutenant Governor  (Vote for one, scratch other)    FRANK C. OWENS    GEO. BELL TIMMERMAN, JR.    For Secretary of State  (Vote for one, scratch other)    P. T. BRADHAM    O. FRANK THORNTON    For Attorney General  (Vote for one, scratch others)    T. C. CALLISON    LONNIE D. CAUSEY    CHARLES N. PLOWDEN    For Commissioner of Agriculture  (Vote for one, scratch other)    A. W. BETHEA    J. ROY JONES"
7526.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7526","Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 1","A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1946.0,"DR. FRANK C. OWENS    No ember 12, 1946.    J\\ Li. lint on,    1222 Heidt Street,  Columbia, South Carolina.    Dear Sir:    I have investigated, the case you recently reported to me  in which two negro soldiers became involved in a bus  episode and were carried dawn to Police Headquarters and  ^gBcharged with disorderly conduct. It appears that one  of the men spoke in a loud and abusive manner and generally  conducted himself in a disorderly way.    You must realize that we must have respect for the law from    -    Tn regard to manhandling prisoners, I have on more than one  occasion talked to the Police about this. I have talked to  them as a whole and 1 have sent messages to them through the  Chief as to my policy in this regard. I do not approve of  manhandling and I have, on at least one occasion., suspended a    . *    I realize the police officers have to protect themselves and *    I certainly do"""" not want them shot or beaten up being;overpolite  to the men whom they arrest. At the same time, I do not want  them to take advantage of their authority and of the badge  and uniform which they wear. Inlthis particular instance, 1  have had the officer involved up\\to my office and.1 have let  him understand personally just what my policy is m this  matter.    Any treatment that the soldier you have in mind may have had  in this case was certainly not because of his race. Had he"
7527.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7527","Letter to J. M. Hinton from Frank C. Owens, November 12, 1946, Page 2","A letter to J. M. Hinton from Frank C. Owen sent on November 12, 1946.",1946.0,"(jl Mov.    been white and. had. acted, in the same manner that this man  did, he would have had the same charges placed against him.    We are going to have law and order and the proper respect  for law in Columbia, but we are not going to have abuse or  persecution.    Yours truly,    Frank C. Owens, Mayor  City of Columbia.    FCOtwmf"
7635.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7635","Letter to Mr. John H. McCray from Levi G. Byrd, September 25, 1944","A letter to Mr. John H. McCray from Levi G. Byrd sent on September 25, 1944.",1944.0,"CHERAW BRANCH    National Association for the Advancement of Golored People    CHERAW, SOUTH CAROLINA    Mr.John H.McCray  102?J Washington Street  Columbla,S.C.    P.O.Box 408  Sept 25,1944    Dear Mn.McCray. a    T have both of your letters , the first one about the inrol-  ment of members in our Words which I will give you by Oct 4,1944  I wont to take as many as I can to Chesterfield,S.C.To register  The first monday so that i can give you more of the no of those  who register in the county as I can.    And the letter that I recvftoday I will look after The Suggestion  For promoting our Campaign of MT.McKain in our city on Oct 50,1944  if any Changes have been made let me know for I will have Bills  Printed after I write you on Octt 4.    Sxnaxxmritingxx I will send you some more money on our 150.00    Then took for it.    rery Truly Yours    Levi G.Byrd County Chi"
7638.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7638","Letter to Mr. John H. McCray from Levi G. Byrd, November 4, 1944","A letter to Mr. John H. McCray from Levi G. Byrd sent on November 4, 1944.",1944.0,"CHERAW BRANCH    National Association for the Advancement of Colored People        PROF. J. L. DICKSON    Society Hill, S. C.    H. L. MARSHALL    CHERAW, SOUTH CAROLINA    Mr .John H.McCray State Chirman  PHP.1022J Washington Street  Columbia,S.C.    ^,0.Box 403  November 4th,1944    My Dear Mr.McCray.    Just to be shure of this.You have mailed the Tickets to  mhe Electoing* Offioals of Cheraw,Are this County,( Have you?) I  Just wonted to know if you had are wonted me to give them any?  I have not and will not unless you say so.I have not had any talk  with any of them yet.I understod that you were mailing them out.    Let me know if I am to give one package to them?    Hope to hear from you monday.    MISS VIRGINIA M. HAMMOND"
7639.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7639","Letter to Mr. John H. McCray from Levi G. Byrd, November 9, 1944","A letter to Mr. John H. McCray from Levi G. Byrd sent on November 9, 1944.",1944.0,"CH'ERAW BRANCH    National Association for the Advancement of Golored People    CHERAW, SOUTH CAROLINA    PROF. J. L. DICKSON  Society Hill, S. C.    JOHN GAINEY  PRINCE FORD    WARRIAN POWE  REV. J. N. CARR  ALPHONSO McIVER    Mt.John H.McCray State Chair;  PDP; 10224 Washington Street  Columbia,S.C.    P.O.Box 408    November 3,1944    My Dear Mr .McCray.    We had a very few to vote hear in our city, 64 Voted for Mr.  McKaine in the city, I had HSKKHyxx -ent a good many Ticket to Chesterfi  field,S.C.But dont know how many Voted thirfe,    Thay Treated Each Voter just as nice as you would wish to be treated at  the polls.    I were at the plls when thay open hear in Cheraw and were the first to  vote White are Black, and asked them if thay had our PDP Ticket and  thay told me that thay did not and I told them that I had Some and if  thay wonted any of mine and thay told me that thay did not recv; any  from the County Chairman and thay had better not take any that I had.,  T told them that I would be on hand all day to give all of my people  that wonted to vote our ticket one and thay sed that were all ok,  and thay let all that come in with our tickets vote bethought a word.    Just teling you so you will know how it were hear in our  County And City,Not knowing how Many all over the county.    Hoping you the best of helth."
7644.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7644","Letter to Mr. Levi G. Byrd from John H. McCray, June 11, 1945","A letter to Mr. Levi G. Byrd from John H. McCray sent on June 11, 1945.",1945.0,"June 11, 1945    Mr. Levi Byrd    Box 408    Cheraw, S , C.    Dear Mr. Byrd;    I do not know at this time bow many.  If any, other persona will accompany me to  Cheraw the evening of June 19th. I anggest  therefore, that you prepare for one person,    I am trusting Cheraw Is planning for  a big meeting, which will be spirited and  well attended. Be sure you advertize it  well.    We are returning the dollar you sent  last week for publication of your NAACP  meeting which was obmltted through error.    Sincerely yours,    John H. McCray    JHMcC/dab"
7648.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7648","Letter to Mr. Levi G. Byrd from John H. McCray, June 27, 1945","A letter to Mr. Levi G. Byrd from John H. McCray sent on June 27, 1945.",1945.0,"June 27, 1945    Mr. Levi G. Byrd    Box 408    Cheraw, S. C.    Dear Mr. Byrd:    This is to acknowledge receipt of your letter  of party members which arrived this morning.  However we are supposing that by the end of this  week you will let us have the nabes and addresses  of all county officials as well as the names and  addresses of officers for each organized precinct.    We are also hoping to have word from you as  early as possible with reference to the Sunday  meeting we discussed while in Cheraw Tuesday night  of last week.    Sincerely yours,    John H. McCray  State Chairman    JHMcC/dab"
7654.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7654","Letter to Mr. John H. McCray from Levi G. Byrd, July 16, 1945","A letter to Mr. John H. McCray from Levi G. Byrd sent on July 16, 1945.",1945.0,"CHERA1D BRANCH    National Association for the Advancement of (Colored TPeople  CHERA1D, SOUTH CAROLIUA    l!r.John H.McCray  1022J- Washington Street    Columbia,S.C.    P.O.Box 408  July 16,1945    Dear Mr Cray.    I had your Letter from Mr.A.J.Clemont of Charleston,S.C.  about our Meeting at Conway Wednesday,if you write him tell him  that ray Bus will leave Cheraw at 10 30 0 Clock, A.M. so you see.  I will get thire as soon Wednesday as I can.    Yours Truly"
7667.0,"http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7667","Letter to Mr. John H. McCray from Levi G. Byrd, January 17, 1946","A letter to Mr. John H. McCray from Levi G. Byrd sent on January 17, 1946.",1946.0,"REV. F. W. PRINCE    CHERA1D BRANCH    National Association for the .Advancement of Golored People  CHERA1D, SOUTH CAROLIUA    P.O.Box 408    Jan 17,1946(Thuresday)    VAN BUREN LONG    Mr.John H.McCray  1022-J Washington Street  Columbia,S.C.    Dear Mr .McCray.    Very Sorry That I Canot be with you today, it just happon so  at the last Minut* so that I will have to be hear at home,But any thing  that you all may do ^or the betterment of us all I &lt;nn - ith you 100 per  cent Just let me know and I will do the best I know to do in this County  ,Hoping that you will have a good meeting with muclT-good comming out  of it;Let me hear from you soon."
