Subset Index,Original Index,Title,Creator,Contributors,Date,Approximate Date,Source,Subject,Local Subject,S.C. County,Description,Extent,Digital Collection,Website,Contributing Institution,Rights,Time Period,Geographic Location,Language,Digitization Specifications,Date Digital,Type,Format,Media Type,Identifier,Note,Digital Assistant,Cleaned Transcript,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,CONTENTdm file path,Year
118,3328,"Letter to Mr. John Henry McCray from T. Henry Harris, August 31, 1948",,"McCray, John Henry, 1910-1987",17775,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from T. H. Harris sent on August 31, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"York, York County, South Carolina, United States;Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-18-030,,Joshua Schutzenhofer,"202 W. California St
York, S. C.
August 31, 1948

Mr. John H. McCray
1022 Washington Street
Columbia 20, South Carolina

Dear Mr. McCray,

I am sending to you $76.00 (seventy-six dollars) for the Truman Campaign of York County, which is only a part of what I am trying to do. I will send to you the names of all who contributed in the near future.

Mr. McCray, we are looking forward to your coming to York, S. C. on Monday night, September the 6th.

Sincerely yours,
T. H. Harris",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4456,4456,4979.jp2,/p17173coll38/image/4979.jp2,1948
120,3338,"Article 2, Section 5, Constitution of 1898, Page 2",,"McCray, John Henry, 1910-1987",16325,,Manuscripts; Accession 11294.,,,,"A document detailing Article 2, Section 5 of the Constitution of 1898 about what to do if denied the right to vote.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),,English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-17-006,,Joshua Schutzenhofer,"""Payment of taxes necessary for voting.""

Managers of election shall require of every elector offering to vote at any election, before allowing him to vote, proof of the payment thirty days before any election of any poll tax then due and payable. The production of a certificate or of the receipt of the officer authorized to collect such taxes shall be conclusive proof of the payment thereof.",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4472,4472,4995.jp2,/p17173coll38/image/4995.jp2,1944
122,3349,"Letter to Mrs. Flora L. Neismith from John Henry McCray, August 16, 1945",,"McCray, John Henry, 1910-1987",16664,,Manuscripts; Accession 11294.,,,,"A letter to Mrs. Flora L. Neismith from John H. McCray sent on August 16, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Kingstree, Williamsburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-17-022,,Joshua Schutzenhofer,"August 16, 1945

Mrs. Flora L. Neismith
P. O. Box [?]
Kingstree, S.C.

Dear Mrs. Neismith,

This is to confirm our discussion of Sunday (August 12th) in reference to meeting citizens at Neismith Sunday, September 2nd, at 2 P.M. Should you be unable to follow through on this plan, please be good enough to notify me in ample time.

With best wishes for your continued success.

Very truly yours,
John H. McCray
State Chairman",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4488,4488,5011.jp2,/p17173coll38/image/5011.jp2,1945
123,3352,"Letter to Mrs. Annie M. Robinson from Laurene W. Dakers, February 6, 1947",,"McCray, John Henry, 1910-1987",17204,,Manuscripts; Accession 11294.,,,,"A letter to Mrs. Annie M. Robinson from Laurene M. Dekers sent on February 6, 1947.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Greeleyville, Williamsburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-17-025,,Joshua Schutzenhofer,"February 6, 1947

Mrs. Annie M. Robinson
Box 77
Greeleyville, S.C.

Dear Mrs. Robinson,

I received your recent correspondence notifying us of the change of the meeting place to Trinity Baptist Church. Mr. McCray will arrive in time for your program on the afternoon of the 9th. He will travel by automobile.

Very truly yours,
Laurene S. Dekers, Secretary",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4491,4491,5014.jp2,/p17173coll38/image/5014.jp2,1947
124,3358,"Letter to Mr. Henry J. Cooper from John Henry McCray, July 12, 1948",,"McCray, John Henry, 1910-1987",17725,,Manuscripts; Accession 11294.,,,,"A letter to Mr. H. J. Cooper from John H. McCray sent on July 12, 1948.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Kingstree, Williamsburg County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-17-036,,Joshua Schutzenhofer,"July 12, 1948

Mr. H. J. Cooper
Route 3, Box 186
Kingstree, S.C.

Dear Mr. Cooper,

This acknowledges receipt of your letter of July 8 in which you request information about the 1946 registration certificate. Yes, this certificate is still good until December 31, 1948. This was made possible by a special order of the Legislature this year.

Sincerely yours,
John H. McCray",,44511,44511,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4502,4502,5025.jp2,/p17173coll38/image/5025.jp2,1948
125,3377,"Letter to Mr. John Henry McCray from Frank Dix, February 4, 1947, Page 1",,"McCray, John Henry, 1910-1987",17202,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A letter to Mr. John H. McCray from Frank Dix sent on February 4, 1947.",1 item ; Page 1 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-23-008,,Joshua Schutzenhofer,"July 12, 1948

Mr. H. J. Cooper
Route 3, Box 186
Kingstree, S.C.

Dear Mr. Cooper,

This acknowledges receipt of your letter of July 8 in which you request information about the 1946 registration certificate. Yes, this certificate is still good until December 31, 1948. This was made possible by a special order of the Legislature this year.

Sincerely yours,
John H. McCray",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4534,4534,5057.jp2,/p17173coll38/image/5057.jp2,1947
127,3526,"Letter from the Boy Scouts of America, February 3, 1946",,"McCray, John Henry, 1910-1987",16470,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A letter from the Boy Scouts of America sent on February 3, 1946 about the 30th Anniversary.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"New York, New York County, Bronx County, Kings County, Queens County, Richmond County, New York, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-22-001,,Joshua Schutzenhofer,"FOR RELEASE FROM:
BOY SCOUTS OF AMERICA (National Office)
2 Park Avenue
New York 16, N. Y.

On or after Feb. 3, 1945

BOY SCOUT WEEK IS Feb. 8th to 14th

The Boy Scouts of the nation, observing their 36th anniversary during Boy Scout Week, Feb. 8th to 14th, are helping brother Scouts in war-torn lands through an unusual project known as the “Shirts-Off-Our-Backs” Campaign.

Now numbering nearly two million, the Boy Scouts and their leaders are contributing used but clean and serviceable Scout uniform parts and camping equipment to help boys overseas resume their Scouting activities. A special effort is being made during February to call at homes of former members for Scout uniforms and accessories no longer needed.

In approving this nation-wide effort, the National Executive Board of the Boy Scouts of America emphasized that the collection is not to be thought of as charity, but instead a sharing by one Scout with another. Scouts are giving up parts of their uniforms and equipment that they may not be able to replace soon, but Scout Leaders feel this helpfulness will create an interest on the part of American Scouts in brother Scouts in other lands, their customs and history.

Since each Scout donor is asked to include his name and address on the equipment, it is felt that friendships thus formed will contribute to world-wide understanding.

Usable uniform parts being collected include Boy Scout and Cub Scout shirts (without badges), hats and caps, shorts, neckerchiefs and slides, lanyards, belts, stockings, and shoes.

Equipment desired for shipment overseas includes axes, knives, mess kits, duffel bags, haversacks, sleeping bags, tents, bugles, compasses, fire-making sets, first aid kits, signaling flags, whistles, and Scout literature.

The World Friendship Fund, consisting of voluntary contributions by Boy Scouts, will defray all shipping costs.",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4696,4696,5219.jp2,/p17173coll38/image/5219.jp2,1945
128,3543,"Letter to Mr. James M. Hinton from John Henry McCray, March 2, 1945",,"McCray, John Henry, 1910-1987",16497,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A letter to Mr. James M. Hinton from John H. McCray sent on March 2, 1945.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-22-018,,Joshua Schutzenhofer,"March 1, 1945

Mr. James M. Hinton
P. O. Box 1145
Columbia, S.C.

Dear Mr. Hinton,

The Richland County Division of the Central South Carolina Council of Boy Scouts of America is in the midst of a campaign to raise $4,000 by April 15. This sum is a part of $9,000 the Central Council is attempting to raise for the purpose of purchasing land and establishing a camp for Negro Scouts on a 180-acre tract in Lexington County.

The Negro Division of Richland County has set as its goal $2,500 of the county’s quota. As drive chairman for the Negro Division, I am asking that you serve as Assistant Chairman of the Professional and Business Group Committee.

That we might have a coordinated campaign, I am wondering if you might not be good enough to meet in my office at 7:00 P.M., Tuesday, March 6, at which meeting other chairmen will be present.

Sincerely yours,
John H. McCray",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4713,4713,5236.jp2,/p17173coll38/image/5236.jp2,1945
129,3614,"Letter to a Scouter from J. Henry McCray and Roscoe E. Stevens, July 3, 1946, Page 1",,"McCray, John Henry, 1910-1987",16985,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A letter to a Scouter from J. H. McCray and Roscoe E. Stevens sent on July 3, 1946.",1 item ; Page 1 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-22-091,,Joshua Schutzenhofer,"Dear Scouter

July 3, 1948

The Richland Division will meet at the Taylor Street U.S.O. Monday, July 5th, at 8:00 P.M. We urge you to be present and on time.

Yours truly,
J. H. McCray, Chairman
Roscoe E. Stevens, Scout Ex.",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4786,4786,5309.jp2,/p17173coll38/image/5309.jp2,1946
131,3629,"Letter from the Boy Scouts of America, February 3, 1946, Page 2",,"McCray, John Henry, 1910-1987",16836,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A letter from the Boy Scouts of America sent on February 3, 1946 about the 36th Anniversary.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"New York, New York County, Bronx County, Kings County, Queens County, Richmond County, New York, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-22-108,,Joshua Schutzenhofer,"Many of our American Scouts and Scouters lie buried in the soil of France. They gave their lives in the cause of human liberty. The Boy Scouts of America, as represented by these Scouts and Scouters, shall be forever a part of France.

While the American Government maintains appropriate care of the last resting place of our fallen, may we voice the hope that the Boy Scouts of France will consider themselves the guardians of the graves of our Scouts and Scouters there.

If annually on our Memorial Day, May 30th, the Scouts could see fit to hold a simple ceremony at the military cemeteries, it would bring great comfort to the parents and families of these, your Brother Scouts, and help to cement further the bond of friendship between us.

We are sending you our flag of friendship which we hope can be flown on such occasion in association with the Flag of the United States of America and the Flag of France.

Our Scout greetings to the Boy Scouts of France.",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4803,4803,5326.jp2,/p17173coll38/image/5326.jp2,1946
133,3644,"Boy Scouts of America Region VI, 1946, Atlanta School for Scouters, Page 3",,"McCray, John Henry, 1910-1987",17025,,Manuscripts; Accession 11294.,Boy Scouts of America,,,"A document about the Atlanta School for Scouters in Boy Scouts of America, Region VI.",1 item ; Page 3 of 3,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",Post-War America (1946-1954),"Atlanta, Fulton County, DeKalb County, Georgia, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-11,Text,image/jpeg,Documents (object genre),mccrayjh04-22-123,,Joshua Schutzenhofer,"Atlanta School for Scouters

Please arrive on time and stay for the entire course. No reductions in cost will be made for late arrival or early departure.

It will be necessary for each man to provide his own sheets, pillowcases, and towels.

Quarters: College dormitory rooms will be used for sleeping quarters.

Purpose of the Atlanta School:
The purpose of the Atlanta School is to help train Divisional Administrative Leaders so more boys may have a rich experience in Cub Scouting, Boy Scouting, and Senior Scouting.

Register Early:
It is important that we let Morris Brown College know, just as soon as possible, the number of men who will be in attendance. Therefore, fill out the attached card and turn it over to your local Scout office along with the necessary fees. Be sure to indicate the course you will take.

Certificates:
Will be issued only to those who participate full time.

The Atlanta School Committee
E. M. Mitchell – Winston-Salem, N. C.
A. J. Clement, Jr. – Charleston, S. C.
Dr. M. L. Walton – Thomasville, Ga.
M. R. Austell – Atlanta, Georgia
S. G. Sellers – Atlanta, Georgia
Dr. J. H. Dyett – West Palm Beach, Fla.

Regional Staff
W. A. Dobson – Regional Executive
Herbert Stuckey – Deputy Regional Executive
Gilbert Bush – Deputy Regional Executive
O. B. Gorman – Deputy Regional Executive
Frank Dix – Regional Executive

Regional Office:
940 C & S Bank Bldg., Atlanta, Ga.",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4818,4818,5341.jp2,/p17173coll38/image/5341.jp2,1946
136,3698,"Bills against the Progressive Democratic Party of South Carolina, September 14, 1944",,"McCray, John Henry, 1910-1987",16328,,Manuscripts; Accession 11294.,,,,"Bills against the Progressive Democratic Party of South Carolina including taxis, photographs and stamps.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-060,,Joshua Schutzenhofer,"Bill against the Progressive Democratic Party

3 Taxis – $1.20
Photographs – $1.50
Stamps – $1.98
1 Telephone – $0.50

O. E. McKaine",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4880,4880,5403.jp2,/p17173coll38/image/5403.jp2,1944
137,3699,"Letter to Mr. John H. McCray, September 15, 1944",,"McCray, John Henry, 1910-1987",16329,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray sent on September 15, 1944 about the success of the Progressive Democratic Party.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-061,,Joshua Schutzenhofer,"9-15-44

Dear Mr. McCray,

Please feel free to call on me for anything I can do to further the success of this, our party.

Sincerely,",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4881,4881,5404.jp2,/p17173coll38/image/5404.jp2,1944
138,3708,"Letter to Mr. Foreman from John H. McCray, September 18, 1944",,"McCray, John Henry, 1910-1987",16332,,Manuscripts; Accession 11294.,,,,"A letter to Mr. Foreman from John H. McCray sent on September 18, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-072,,Joshua Schutzenhofer,"September 18, 1944

Clark Foreman, Secretary
National Citizens Political Action Committee
205 East 42nd Street
New York 17, N. Y.

Dear Mr. Foreman,

I apologize for not having replied to your first letter inviting me to membership on the National Citizens Political Action Committee and wish to say that I would consider it an honor to hold membership on the committee. Please so include me and be good enough to inform me of my duties.

It is my belief that nothing should stand in the way of the re-election of President Roosevelt, nor that any person who might be able to contribute to this effort should shirk his duty.

Sincerely yours,
John H. McCray
State Chairman",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4892,4892,5415.jp2,/p17173coll38/image/5415.jp2,1944
139,3709,"Letter to Mr. John H. McCray from Lee Rickard, September 18, 1944",,"McCray, John Henry, 1910-1987",16332,,Manuscripts; Accession 11294.,,,,"A letter to Mr. John H. McCray from Lee Rickard sent on September 18, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-073,,Joshua Schutzenhofer,"(evenings)
Pres. Treas.

INDEPENDENT PUBLISHING CO.
MEMBER A.B.C.
ASSOCIATED PRESS
Anderson, South Carolina

(morning and Sunday – Anderson Daily Mail)

September 18, 1944

Mr. John H. McCray
State Chairman
Progressive Democratic Party
1022 Washington Street
Columbia 20, S. C.

Dear Mr. McCray,

Thank you for your inquiry of September 14. This is to advise you that our advertising rate for political copy is $1.50 an inch. This includes insertion in both our morning and evening papers.

Hoping we will be able to serve you, and with best wishes, we are

Sincerely yours,
Lee Rickard
National Advertising Mgr.",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4893,4893,5416.jp2,/p17173coll38/image/5416.jp2,1944
140,3714,"Testimonial Dinner in Honor of Ferdinand C. Smith, September 20, 1944, Page 1",,"McCray, John Henry, 1910-1987",16334,,Manuscripts; Accession 11294.,,,,"A program for the testimonial dinner in honor of Ferdinand C. Smith on September 20, 1944.",1 item ; Page 1 of 6,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-079,,Joshua Schutzenhofer,"Testimonial Dinner

IN HONOR OF FERDINAND C. SMITH
In Recognition of His Outstanding Service To Labor, the Negro People, and the Nation

HOTEL COMMODORE
NEW YORK 

Wednesday Evening, September 20, 1944",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4899,4899,5422.jp2,/p17173coll38/image/5422.jp2,1944
142,3728,"Letter to Mr. McCray from Gennie S., September 27, 1944",,"McCray, John Henry, 1910-1987",16341,,Manuscripts; Accession 11294.,,,,"A letter from Gennie S. to Mr. McCray sent on September 27, 1944.",1 item,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-097,,Joshua Schutzenhofer,"September 27, 1944 

Dear Mr. McCray, 

The dollar is from a N.Y. working girl whose husband is with the 3rd. army in France. The two letters came today. What do I do now? 

Cordially,
Gennie",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4917,4917,5440.jp2,/p17173coll38/image/5440.jp2,1944
143,3731,"Letter to Miss Gennie R. Seideman from Margaret Franz, September 27, 1944, Page 2",,"McCray, John Henry, 1910-1987",16341,,Manuscripts; Accession 11294.,,,,"A letter to Miss Gennie R. Seideman from Margaret Franz sent on September 27, 1944.",1 item ; Page 2 of 2,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-08,text,image/jpeg,Documents (object genre),mccrayjh02-22-100,,Joshua Schutzenhofer,"Page 2
9-27-44

We will also be glad to send you further information on the Conference and the organizational methods used by different groups, if you are interested. If there is any other way we can be of assistance to you, please let us know.

Best wishes,
Margaret Franz

Enclosure",,44512,44512,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/4920,4920,5443.jp2,/p17173coll38/image/5443.jp2,1944
147,3980,"National Citizens Political Action Committee, Weekly Report No. 7, September 20, 1944, Page 2",,"McCray, John Henry, 1910-1987",16334,,Manuscripts; Accession 11294.,Politics,,,"Weekly Report No. 7 from the National Citizens Political Action Committee made on September 20, 1944.",1 item ; Page 2 of 4,"John Henry McCray Papers, 1929-1989",https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/,University of South Carolina. South Caroliniana Library,"Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.",World War II (1939-1945),"Columbia, Richland County, South Carolina, United States",English,"300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF",2016-12,Text,image/jpeg,Documents (object genre),mccrayjh04-27-031,,Joshua Schutzenhofer,"And there was Tom Dewey himself. On November 13, 1943, he demanded “an immediate change” in Administration policies, and warned that the people “will suffer grave hardship in impairment of their health and production.”

The Undoing of the False Prophets

The opponents of the Administration who predicted that we’d not have enough to eat failed to take into account two things:

The determination and vitality of the American people.

The fact that the New Deal farm program of the decade preceding the war was the greatest national defense program in American history.

On the first count, Dewey and his backers had no more faith in the American farmer than they had in American industrialists and workers. Remember Dewey’s statement that it would be impossible to build 50,000 planes a year?

As to the New Deal farm program and its contribution to our wartime food supply, we need look only at the benefits to farmers provided by the Rural Electrification Administration, the TVA, and other power projects. In ten years under REA, more than three times as many farms were electrified as in the 13 years preceding.

The public works program of the New Deal, so severely criticized by the men who back Dewey, was responsible for building more than twice as many hard-surfaced roads as were built in the 13 years preceding. Those roads have helped revolutionize farm life in the United States.

The same critics constantly attacked the Farm Security Administration. They claimed the FSA misused its authority in “raising the living standards of its clients to somewhere near the highest prevailing in a community.” This philosophy is one of the reasons for the reactionaries’ attack on—

Subsidies

Subsidies help the poorest farmers. In 1942 the FSA was providing help to 464,000 needy farmers and their families. And though the FSA was attacked, these farmers who were helped have been responsible for much of the increase in wartime food production. Could there have been any more sound investment in the defense of our Nation?

For every $1 the Government invested in this worthy enterprise, the consumer saved $20 on his grocery bill, due to increased farm production and the help subsidies gave in holding the price line.

Now who objects to that?

✓ Big farmers who do not get much subsidy but who would gain greatly from price rises.
✓ Middlemen (some of them) who would get high profits from price rises.
✓ People who just don’t like the idea of paying farmers.
✓ Obstructionists who would love to hinder the war effort and blame the mess on FDR.",,44515,44515,http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/5268,5268,5878.jp2,/p17173coll38/image/5878.jp2,1944
