"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 26","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 26 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-119","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6205",6205.0,"6815.jp2","/p17173coll38/image/6815.jp2","1962","SCHEDULE 4    Sheet 2    ALLEN UNIVERSITY, COLUMBIA, S. C.    CURRENT FUND BUDGETED AND ACTUAL INSTRUCTION EXPENSES    YEAR ENDED MAY 31, 1962    Social    . Science Department    1961-62    1962-63  Proposed  Budget    Budget    Actual    4300    Salaries $    19,400.00 $    19,120.00 $    19,900.00    4301    Student Aid    200.00    *    100.00    4302    Classroom Supplies    95.00    60.64    200.00    4303    Travel    100.00    53.35    100.00    4309    Other Expenses    25.00    ΓÇö    50.00        Total Social Science                    Department $    19,320.00 $    19,233.99 $    20.350.00    Art Department                4310    Salaries $    4,460.00 $    4,450.00 $    3,460.00    4312    Classroom Supplies    300.00    396.31    600.00    4319    Other Expenses    25.00    ΓÇö    100.00        Total Art Department $    4,735.00 $    4,346.31 $    9,160.00    Music    Department                4320    Salaries $    14,450.00 $    14,330.96 $    19,150.00    4321    Student Aid    3,150.00    2,025.00    3,000.00    4322    Classroom Supplies    625.00    696.56    750.00    4324    Classroom Equipment Repairs                    and Replacements    100.00    251.52    300.00    4326    Choir and Band Travel    1,770.00    1,231.25    1,500.00    4329    Other Expenses    125.00    450.33    250.00        Total Music Department $    20,220.00 $    13,935.67 $    24,950.00    Business Department                4330    Salaries $    13,467.00 $    13,377.79 $    22,734.00    4332    Classroom Supplies    350.00    312.57    500.00    4333    Travel    100.00    ΓÇö    100.00    4334    Classroom Equipment Repairs                    and Replacements    350.00    163.33    400.00    4339    Other Expenses    25.00        100.00        Total Business Department $    19,292.00 $    19,354.24 $    23,334.00    Department of Religion and Philosophy                4340    Salaries $    17,150.00 $    17,252.76 $    15,400.00    4341    Student Aid    1,360.00    1,22g.15    1,400.00    4342    Classroom Supplies    900.00    33.37    400.00    4343    Travel    400.00    135.63    300.00",1335,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', 'ΓÇö', 'ΓÇö']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 27","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 27 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-120","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6206",6206.0,"6816.jp2","/p17173coll38/image/6816.jp2","1962","SCHEDULE 4    Sheet 3    ALLEN UNIVERSITY, COLUMBIA, S. C.    CURRENT FUND BUDGETED AND ACTUAL INSTRUCTION EXPENSES    YEAR ENDED MAY 31, 1962    1962-63    1961-62  Proposed    Extension Work at Reid House in Charleston        Budget    Actual    Budget    Department of Religion and Philosophy    (Continued)            4344 Classroom Equipment Repairs and            Replacements $    500.00 $    ΓÇö    $ 100.00    4349 Other Expenses    125.00    25.00    50.00    Total Department of                Religion and Philosophy $    20,935.00 $ .    1S.7SO.41    $ 17,650.00    Physical Education Department                4350 Salaries $    12,700.00 $    12,370.20    $ 16,433.34    4351 Student Aid    400.00    350.00    200.00    4352 Classroom Supplies    515.00    297.6S    500.00    4353 Travel    100.00    6S.92    100.00    4354 Classroom Equipment Repairs                and Replacements    20.00    ΓÇö    600.00    4359 Other Expenses    25.00    ΓÇö    50.00    Total Physical Education                Department $    13,760.00 $    13.OS6.SO    $ 17.SS3.34    Evening Classes                4361 Salaries $    4,500.00 $    5,559.00    $ 5,000.00    4362 Classroom Supplies    500.00    40. S6    150.00    Total Evening Classes $    5,000.00 $    5.599.86    $ 5,150.00    4370 Extension Salaries    $    100.00    $    100.00    $ -    Library                            4420 Salaries    4421 Student Aid    4422 Supplies    4423 Books and Periodicals    4424 Equipment Repairs and    Replacements    4425 Equipment Additions    4423 Travel    4439 Other Expenses    $    9,250.00    1,500.00    340.00    12,000.00    240.00    50.00    500.00    $    9,416ΓÇó44  1,325.04  241.33    7,497.30    76.40    1,794.47  30.00  1.93    $    10,600.00    1,000.00    300.00    9,000.00    1,000.00    100.00    200.00    Total Library    Total Instruction Expenses -    $    23,330.00    $    2O,3S3.46    $    22,200.00    To Exhibit B    $    232,235.00    $    196,109.37    $    253,145.34    The annexed comments are an integral part of this statement",1353,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', 'ΓÇö', 'ΓÇö', 'ΓÇó']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 28","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 28 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-121","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6207",6207.0,"6817.jp2","/p17173coll38/image/6817.jp2","1962","SCHEDULE 5    ALLEN UNIVERSITY, COLUMBIA, S. C.    CURRENT FUND BUDGETED AND ACTUAL OPERATION OF PHYSICAL PLANT EXPENSES    YEAR ENDED MAY 31, 1962    1962-63    1961-62 Proposed    Budget Actual Budget    4450    Salaries $    22,460.00 $    21,753.73 $    26,648.00    4451    Student Aid    3,000.00    2,034.75    1,500.00    4455    Office Supplies    75.00    10.44    25.00    4460    JanitorsΓÇÖ Supplies    2,500.00    3,331.66    4,500.00    4430    Repairs to Building and                    Equipment - Materials    15,000.00    10,223.72    10,000.00    4490    Repairs to Building and                    Equipment - Contract Work    12,000.00    17,057.93    20,000.00    4500    Maid Service in Dormitories    2,160.00    2,225.75    2,880.00    4510    Dormitory Linens and Laundry    6,500.00    6,353.32    6,500.00    4520    Water    3,250.00    3,270.28    3,200.00    4530    Electricity and Gas    12,600.00    12,101.92    12,000.00    4540    Fuel    15,000.00    12,362.55    13,000.00    4550    Insurance    7,545.00    6,529.25    7,000.00    4560    General Equipment Replacement    3,000.00    6,881.94    2,000.00    4570    General Equipment Additions    1,000.00    1,434.53    2,000.00    4590    Payment on Plant Fund Debt    5,000.00    15,000.00*    12,000.00    4599    Other Expenses    500.00    407.87    500.00        Total Operation of Physical                    Plant - To Exhibit B $    111.590,00 $    121.479.79 $    123.753.00    ^Payment of balance of Higgins Hall mortgage from insurance proceeds -  see comments for details.    The annexed comments are an integral part of this statement",1119,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 29","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 29 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-122","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6208",6208.0,"6818.jp2","/p17173coll38/image/6818.jp2","1962","SCHEDULE 6    Sheet 1    ALLEN UNIVERSITY, COLUMBIA, S. C.    CURRENT FUND BUDGETED AND ACTUAL AUXILIARY ACTIVITIES EXPENSES    YEAR ENDED MAY 31, 1962    Canteen    Dining Hall    1961-62    1962-63    Propo sed    Budget    Budget    Actual    4600 Salaries $    12,793.00 $    13,234.30    $ 13,700.00    4601 Student Aid    3,000.00    2,377.25    2,000.00    4602 Food    70,600.00    41,679.36    46,000.00    4603 Supplies    4,000.00    2,360.99    3,000.00    4604 Equipment Repairs and                Replacements    3,500.00    411.71    4,000.00    4605 Equipment Additions    7,500.00    ΓÇö    500.00    4609 Other Expenses    150.00    ΓÇö    100.00    Total Dining Hall $    101,543.00 $    61.113.61    $ 69,300.00    4610 Salaries    $    111 1 111    $    496.29    1,621.33    29.37    $    2,400.00    300.00    5,000.00    500.00    300.00    1,000.00    500.00    200.00    4611 Student Aid    4612 Purchases for Resale    4613 Supplies    4614 Telephone    4615 Equipment Repairs and    Replacements    4616 Equipment Additions    4619 Other Expenses    Total Canteen    $ .     ΓÇó     $ .        $    10,200.00    Bookstore        4620 Salaries    4621 Student Aid    4622 Books and Supplies For    4633 Supplies    4634 Equipment Repairs and    Replacements    4639 Other Expenses    $    Resale    1,150.00  300.00  10,000.00  75.00    150.00    $    1,317.50  300.00  9,796.37  1.03    16.74    $    2,000.00  300.00  9,000.00  50.00    200.00  50.00    Total Bookstore    Athletic Department    $    11,675.00    $    11,431.64    $    11,600.00    4640 Salaries    4642 Uniforms and Supplies    4643 Travel and Scouting    4644 Expenses of Games    4664 Telephone    4665 Equipment Repairs and    Replacement s    4667 Scholarships    $    2,600.00    700.00    335.00'    1,400.00    75.00    700.00  19,400.00    $    2,600.00    1,366.02    99.35    3,053.31    32.34    19,041.33    $    3,966.66    1,500.00    300.00    3,000.00    50.00    500.00  14,500.00",1339,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇö', 'ΓÇö', 'ΓÇó']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 30","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 30 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-123","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6209",6209.0,"6819.jp2","/p17173coll38/image/6819.jp2","1962","SCHEDULE 6    Sheet 2    ALLEN UNIVERSITY, COLUMBIA, S, C.    CURRENT FUND BUDGETED AND ACTUAL AUXILIARY ACTIVITIES EXPENSES    YEAR ENDED MAY 31, 1962    1962-63    ∩┐╝ 1961-62  Proposed    Budget Actual Budget    Athletic Department (Continued)    4.669 Other Expenses $ 58O.OO $ 146.57 $ 500,00    Total Athletic Department $ 26,290.00 $ 26,#44-*97 $ 24,316,66    Print Shop    4.670 Salaries    $    3,043.00    700.00    $    4,108.68    691.00    $    4,500.00    500.00    4.671 Student Aid    4.672 Paper, Supplies, Type, etc.    4.673 Equipment Repairs and    Replacements    4679 Other Expenses        7,100.00    800.00    60.00        1,713.76    2,058.25        2,600.00    2,800.00    100.00    Total Print Shop    $    11,703.00    $    8.571.69    $    10,500.00    Official Residence        4680 Salaries    4681 Student Aid    4682 Telephone    4683 Food    4684 Rent    4699 Other Expenses    $    90.00  1,800.00  125.00  50.00  750.00  300.00    $    90.00  2,161.00  277.27    42.43  750.00  141.69    $    1,000.00    300.00    150.00    500.00    1,200.00    200.00    Total Official Residence    $    3.115.00    $    3.462,39    $    3,350.00    Nursery *        470^ Salaries - Allen University  Greenview    4702 Telephone    4703 Supplies    4704 Food    4705 Rent    4706 Equipment Repairs and    Replacements    4709 Other Expenses    $    4,758.00    3,020.00    205.00    200.00    900.00    100.00    $    5,099.50    3,157.00    203.28    264.44    1,333.62    1,200.00    61.31    $    5,761.50    3,710.00    205.00    300.00    1,400.00    200.00    50.00    Total Nursery    $    9,183.00    $    _11,319.15    $    11,626.50    Total Auxiliary Activities -        To Exhibit B    $    163,509.00    $    124,890.99    $    140,893.16    * See comments for analysis by nursery.    The annexed comments are an integral part of this statement",1270,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['∩┐╝', '26,#44-*97']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 31","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 31 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-124","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6210",6210.0,"6820.jp2","/p17173coll38/image/6820.jp2","1962","SCHEDULE 7    ALLEN UNIVERSITY, COLUMBIA, So C.    CURRENT FUND BUDGETED AND ACTUAL ACADEMIC SCHOLARSHIPS AND AID EXPENSES    YEAR ENDED MAY 31, 1962   ~   1962-63  1961-62  Proposed    Budget Actual Budget    4800 Transfer to Student Loan Fund $ 15,000.00 $ 15,052.33 $ 10,000.00    4898 Scholarships - Foreign 7,000.00 5,593*62 3,000.00    4899 Scholarships - Other 1,000.00 3,018.50 2,000.00    5000 Scholarships - Ministerial    (Other Than Foreign) 3,400┬░00 3,091*41 3,000.00    Total Academic Scholarships -  To Exhibit B $ 26,400,00 $ 26,755,86 $ 18,000,00    The annexed comments are an integral part of this statement.",501,True,True,False,False,False,"['Special Char Artifacts', 'General Artifacts']","['┬░', '5,593*62', '3,091*41']"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 32","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 32 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-125","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6211",6211.0,"6821.jp2","/p17173coll38/image/6821.jp2","1962","ALLEN UNIVERSITY, COLUMBIA, S. C.    SCHEDULE 8    Sheet 1    CERTAIN ACCOUNTS RECEIVABLE, MAY 31, 1962    ADVANCES TO EMPLOYEES    Academic Caps and Gowns for Faculty  Anderson, Jacob  Bulter, A. T.  Curry, James  Fitzpatrick, Frank N.  Foard, Sarah  Greene, Arthur D.  Hollis, Annie Lo  Jackson, Ethel  Johnson, Joseph A.  McCray, Mittie G.  Martin, Montez  Mathis, William 0.  Maybank, Howard  Myers, Agnes Marie  Rivers, John  Robinson, Eunice P.  Simmons, Daisy  Wilson, Oscar    Total - To Exhibit A    RETURNED CHECKS    Andrews, Herbert  Bennett, Julius  Bobo, Elias  Brown, C. A.  Burgess, Rev. C. C.  Davenport, Clarence  Dewait, Bernice  General Alumni Association - Post Dated  Holman, A. W.  Holman, Julius  Hughes, Margaret  Hunter, J. D.  Jenkins, M. H.  Johnson, James B.  Knox, Charles E.  La Saine, Thomas  Levester, Nellie B.  McFadden, Italy  McKnight, W. B.  Mikell, James L., Jr.  Ragen, William M.  Reid Chapel Church    $ 134.50    10.00    ( 22.00)    50.00    ( 33.00)    37.50    57.24    500.00    72.73    330.35    13.31  150.00  125.00    20.00    30.00    40.00    31.50    45.00    140.00    $ 1.732.63    $    75.00    2.00    5.00    100.00    25.00    50.00    16.00    435.00    103.90    100.00    10.00    100.00    200.00    20.00    151.25    95.00    10.00    50.00    90.30    55.00    5.00    7.00",968,False,False,False,False,True,"[]","[]"
"Allen University, Columbia, S. C., Year ended May 31, 1962, Page 33","","McCray, John Henry, 1910-1987","1962-05-30 00:00:00","","Manuscripts; Accession 11294.","Allen University","","","A document about the Allen University school year that ended on May 31, 1962.","1 item ; Page 33 of 33","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-126","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6212",6212.0,"6822.jp2","/p17173coll38/image/6822.jp2","1962","ALLEN UNIVERSITY, COLUMBIA, S. C.    SCHEDULE 3    Sheet 2    CERTAIN ACCOUNTS RECEIVABLE, MAY 31, 1962    RETURNED CHECKS (CONTINUED)    Rice, Vernie H.    Robinson, A. H.    Robinson, John    Ruff, Elizah    Sims, Hardy-    Spain, Gloria    Taylor, Bernice    Thomas, John W.    Toney, Mrs, A.    Truman, Vivian - Post Dated    Jefferson, James T.    Total - To Exhibit A    OTHER ACCOUNTS RECEIVABLE    Bishop, S, Ro Higgins    G. H. Crawford and Company  Greene, Dean A, D.    Hardison, Agnes Myers    Total - To Exhibit A    $ 15.00    5.00    10.00    5.00    10.00    2.00    60.00    5.00    2.00    55.00    1.00    $ -1.330.95    $    602.65    736.10    76.55     31-45    $ 1,493.75    The annexed comments are an integral part of this statement",528,False,False,False,False,True,"[]","[]"
"Service Engraving Co. Bill, Allen University","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","Allen University","","","A bill from the Service Engraving Company to Allen University for engraving and nats for $550.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-01","Text","image/jpeg","Documents (object genre)","mccrayjh04-32-127","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6213",6213.0,"6823.jp2","/p17173coll38/image/6823.jp2","","MULTILITH PLATES    MATS    sold to Allen University    Engravings & mats    1322ΓÇÖZz MAIN ST. COLUMBIA, S. C.  PHONE AL 4-1392    $ $ ?0",101,True,False,False,False,False,"['Special Char Artifacts']","['ΓÇÖ']"
"Letter to Mr. McCray from Winston C. Shepard, May 23, 1950","","McCray, John Henry, 1910-1987","1950-05-22 00:00:00","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mr. McCray from Winston C. Shepard sent on May 23, 1950.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Iva, Anderson County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh04-46-006","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6241",6241.0,"6851.jp2","/p17173coll38/image/6851.jp2","1950","/",1,False,False,False,True,False,"['Low Char Count']","[]"
"Letter to Mrs. Liverman from E. E. Richburg, May 29, 1950","","McCray, John Henry, 1910-1987","1950-05-28 00:00:00","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mrs. Liverman from E. E. Richburg sent on May 29, 1950.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Summerton, Clarendon County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh04-46-032","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6267",6267.0,"6877.jp2","/p17173coll38/image/6877.jp2","1950","f",1,False,False,False,True,False,"['Low Char Count']","[]"
"Letter to Mrs. Liverman from the Marion County Progressive Democrats, May 17, 1950","","McCray, John Henry, 1910-1987","1950-05-16 00:00:00","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mrs. Liverman from the Marion County Progressive Democrats sent on May 17, 1950.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Mullins, Marion County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh04-46-105","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6340",6340.0,"6950.jp2","/p17173coll38/image/6950.jp2","1950","I",1,False,False,False,True,False,"['Low Char Count']","[]"
"Letter to Mr. John H. McCray from H. Simmons, June 21, 1950","","McCray, John Henry, 1910-1987","1950-06-20 00:00:00","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mr. John H. McCray from H. Simmons sent on June 21, 1950.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh04-45-036","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6464",6464.0,"7074.jp2","/p17173coll38/image/7074.jp2","1950","/",1,False,False,False,True,False,"['Low Char Count']","[]"
"Letter to Mr. McCray from Harold T. Blackman, May 23, 1950","","McCray, John Henry, 1910-1987","1950-05-22 00:00:00","","Manuscripts; Accession 11294.","Civil Rights","","","A letter to Mr. McCray from Harold T. Blackman sent on May 23, 1950.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated.∩┐╜For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Bennettsville, Marlboro County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 11000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh04-47-059","","Joshua Schutzenhofer","","2021-11-16","2021-11-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/6580",6580.0,"7190.jp2","/p17173coll38/image/7190.jp2","1950","Γûá",3,True,False,False,True,False,"['Special Char Artifacts', 'Low Char Count']","['Γûá']"
"Letter to John from Arthur, May 6, 1946, Page 1","","John Henry McCray, 1910-1987","1946-05-05 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to John from Arthur sent on May 6, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Post-War America (1946-1954)","","Durham, Durham County, North Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-02","Text","image/jpeg","Documents (object genre)","mccrayjh03-13-036","","Joshua Schutzenhofer","","2021-11-18","2021-11-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/7071",7071.0,"7681.jp2","/p17173coll38/image/7681.jp2","1946","NORTH CAROLINA MUTUAL  LIFE INSURANCE COMPANY",39,False,False,False,False,True,"[]","[]"
