"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"Letter to Mr. John H. McCray from G. S. Porcher, May 20, 1945","","McCray, John Henry, 1910-1987","1945-05-19 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on May 20, 1945.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-031","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8783",8783.0,"9846.jp2","/p17173coll38/image/9846.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, May 21, 1945","","McCray, John Henry, 1910-1987","1945-05-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on May 21, 1945.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-032","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8784",8784.0,"9847.jp2","/p17173coll38/image/9847.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, June 24, 1945.","","McCray, John Henry, 1910-1987","1945-06-23 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on June 24, 1945.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-033","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8785",8785.0,"9848.jp2","/p17173coll38/image/9848.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, August 6, 1945","","McCray, John Henry, 1910-1987","1945-08-05 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 6, 1945.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-039","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8791",8791.0,"9854.jp2","/p17173coll38/image/9854.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, August 13, 1945, Page 1","","McCray, John Henry, 1910-1987","1945-08-12 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 13, 1945.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-041","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8793",8793.0,"9856.jp2","/p17173coll38/image/9856.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, August 13, 1945, Page 2","","McCray, John Henry, 1910-1987","1945-08-12 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 13, 1945.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-042","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8794",8794.0,"9857.jp2","/p17173coll38/image/9857.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, September 21, 1945, Page 1","","McCray, John Henry, 1910-1987","1945-09-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 21, 1945.","1 item ; Page 1 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-044","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8796",8796.0,"9859.jp2","/p17173coll38/image/9859.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, September 21, 1945, Page 2","","McCray, John Henry, 1910-1987","1945-09-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 21, 1945.","1 item ; Page 2 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-045","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8797",8797.0,"9860.jp2","/p17173coll38/image/9860.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, September 21, 1945, Page 3","","McCray, John Henry, 1910-1987","1945-09-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 21, 1945.","1 item ; Page 3 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-046","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8798",8798.0,"9861.jp2","/p17173coll38/image/9861.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, September 21, 1945, Page 4","","McCray, John Henry, 1910-1987","1945-09-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on August 21, 1945.","1 item ; Page 4 of 4","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-047","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8799",8799.0,"9862.jp2","/p17173coll38/image/9862.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Auxilliary, Only Officers, Page 1","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","A document listing only the auxilliary officers.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-048","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8800",8800.0,"9863.jp2","/p17173coll38/image/9863.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Auxilliary, Only Officers, Page 2","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","A document listing only the auxilliary officers.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-049","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8801",8801.0,"9864.jp2","/p17173coll38/image/9864.jp2","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, October 2, 1945, Page 2","","McCray, John Henry, 1910-1987","1945-10-02 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on October 2, 1945.","1 item ; Page 2 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-051","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8803",8803.0,"9866.jp2","/p17173coll38/image/9866.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, October 2, 1945, Page 3","","McCray, John Henry, 1910-1987","1945-10-02 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on October 2, 1945.","1 item ; Page 3 of 3","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-052","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8804",8804.0,"9867.jp2","/p17173coll38/image/9867.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, October 8, 1945","","McCray, John Henry, 1910-1987","1945-10-08 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on October 8, 1945.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-055","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8807",8807.0,"9870.jp2","/p17173coll38/image/9870.jp2","1945","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, January 13, 1946, Page 1","","McCray, John Henry, 1910-1987","1946-01-13 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on January 13, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Hemingway, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-063","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8815",8815.0,"9878.jp2","/p17173coll38/image/9878.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, January 13, 1946, Page 2","","McCray, John Henry, 1910-1987","1946-01-13 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on January 13, 1946.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Hemingway, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-064","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8816",8816.0,"9879.jp2","/p17173coll38/image/9879.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, January 14, 1946","","McCray, John Henry, 1910-1987","1946-01-14 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on January 14, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-065","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8817",8817.0,"9880.jp2","/p17173coll38/image/9880.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, January 20, 1946","","McCray, John Henry, 1910-1987","1946-01-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on January 20, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-067","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8819",8819.0,"9882.jp2","/p17173coll38/image/9882.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, March 14, 1946","","McCray, John Henry, 1910-1987","1946-03-14 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on March 14, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-069","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8821",8821.0,"9884.jp2","/p17173coll38/image/9884.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, March 17, 1946, Page 1","","McCray, John Henry, 1910-1987","1946-03-17 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on March 17, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-070","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8822",8822.0,"9885.jp2","/p17173coll38/image/9885.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, March 19, 1946, Page 1","","McCray, John Henry, 1910-1987","1947-03-19 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on March 19, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-073","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8825",8825.0,"9888.jp2","/p17173coll38/image/9888.jp2","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. John H. McCray from G. S. Porcher, March 19, 1946, Page 2","","McCray, John Henry, 1910-1987","1946-03-19 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. John H. McCray from G. S. Porcher sent on March 19, 1946.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-074","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8826",8826.0,"9889.jp2","/p17173coll38/image/9889.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to co-workers from G. S. Porcher and G. O. Jennette, April 15, 1946, Page 1","","McCray, John Henry, 1910-1987","1946-04-15 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to co-workers from G. S. Porcher and G. O. Jennette sent on April 15, 1946.","1 item ; Page 1 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-078","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8830",8830.0,"9893.jp2","/p17173coll38/image/9893.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to co-workers from G. S. Porcher and G. O. Jennette, April 15, 1946, Page 2","","McCray, John Henry, 1910-1987","1946-04-15 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to co-workers from G. S. Porcher and G. O. Jennette sent on April 15, 1946.","1 item ; Page 2 of 2","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-079","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8831",8831.0,"9894.jp2","/p17173coll38/image/9894.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"Letter to Mr. McCray from G. S. Porcher, April 20, 1946","","McCray, John Henry, 1910-1987","1946-04-20 00:00:00","","Manuscripts; Accession 11294.","","","","A letter to Mr. McCray from G. S. Porcher sent on April 20, 1946.","1 item","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina, South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Georgetown, Georgetown County, South Carolina, United States;Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11","Text","image/jpeg","Documents (object genre)","mccrayjh03-41-081","","Joshua Schutzenhofer","","2021-11-19","2021-11-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/8833",8833.0,"9896.jp2","/p17173coll38/image/9896.jp2","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
