"Title","Creator","Contributors","Date","Approximate Date","Source","Subject","Local Subject","S.C. County","Description","Extent","Digital Collection","Website","Contributing Institution","Rights","Time Period","Geographic Location","Language","Digitization Specifications","Date Digital","Type","Format","Media Type","Identifier","Note","Digital Assistant","OCLC number","Date created","Date modified","Reference URL","CONTENTdm number","CONTENTdm file name","CONTENTdm file path","Year","Original Transcript","Original Len","Special Pattern","General Pattern","Repeat Chars","Short/No Transcript","Quality","Issue Types","Detected Artifacts"
"John Henry McCray Papers, Box 5, Folder 14, Topical, South Carolina Federation of Colored Women's Clubs, 1947-1961","","McCray, John Henry, 1910-1987;","","circa 1947-1961","Manuscripts; Accession 11294.","South Carolina Federation of Colored Women's Clubs;","","","John Henry McCray Papers, Box 5, Folder 14, Topical, South Carolina Federation of Colored Women's Clubs, 1947-1961","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954);Civil Rights Era (1955-1969);","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-10 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-04-18","2022-04-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/14602",14602.0,"17678.cpd","/p17173coll38/image/17678.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 13, Topical, Religion, A.M.E. Church, 1944-1964","","McCray, John Henry, 1910-1987;","","circa 1944-1964","Manuscripts; Accession 11294.","Religion;African Methodist Episcopal Church;","","","John Henry McCray Papers, Box 5, Folder 13, Topical, Religion, A.M.E. Church, 1944-1964","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);Civil Rights Era (1955-1969);","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-05 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-04-18","2022-04-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/14771",14771.0,"17847.cpd","/p17173coll38/image/17847.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 15, Topical, Southern Conference for Human Welfare, 1946-1963","","McCray, John Henry, 1910-1987;","","circa 1946-1963","Manuscripts; Accession 11294.","Southern Conference for Human Welfare;","","","John Henry McCray Papers, Box 5, Folder 15, Topical, Southern Conference for Human Welfare, 1946-1963","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954);Civil Rights Era (1955-1969);","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-11 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-04-19","2022-04-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/14821",14821.0,"17897.cpd","/p17173coll38/image/17897.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 16, Topical, Southern Negro Youth Congress, 1945-1947","","McCray, John Henry, 1910-1987;Southern Negro Youth Congress;","","circa 1945-1947","Manuscripts; Accession 11294.","Southern Negro Youth Congress;","","","John Henry McCray Papers, Box 5, Folder 16, Topical, Southern Negro Youth Congress, 1945-1947","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);","United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-11 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-04-20","2022-04-20","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/14870",14870.0,"17946.cpd","/p17173coll38/image/17946.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 6, Folder 12, Personal, McCray Children, 1943-1963","McCray, John Henry, 1910-1987","","1943-1963","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records of John H. McCray relating to his children","1 folder","John Henry McCray Papers, 1929-1989","","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-06 00:00:00","Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-04-27","2022-04-27","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/14993",14993.0,"18069.cpd","/p17173coll38/image/18069.cpd","1943","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 13, Personal, McCray Elizabeth, 1957-1963","McCray, John Henry, 1910-1987","","1957-1963","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder with personal correspondence from Elizabeth McCray, 1957-1963","1 folder","John Henry McCray Papers, 1929-1989","","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-07 00:00:00","Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-04-27","2022-04-27","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15011",15011.0,"18087.cpd","/p17173coll38/image/18087.cpd","1957","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 1, Folder 31","","McCray, John Henry, 1910-1987","","","John Henry McCray Papers, 1929-1989, Box 1","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-06-20 00:00:00","Text","image/jpeg","","","","Joshua Schutzenhofer","","2022-04-27","2022-04-27","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15180",15180.0,"18256.cpd","/p17173coll38/image/18256.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 17, Topical, Tuskegee, Alabama","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Tuskegee (Ala.);","","","John Henry McCray Papers, Box 5, Folder 17, Topical, Tuskegee, Alabama","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Tuskegee, Macon County, Alabama, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-12 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-03","2022-05-03","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15271",15271.0,"18347.cpd","/p17173coll38/image/18347.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 14, Personal, McCray Mittie G., 1951-1956","John Henry McCray, 1910-1987","","1951-1956","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","John Henry McCray, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Mittie G. McCray","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","Post-War America (1946-1954);Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-07 00:00:00","Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-05-04","2022-05-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15379",15379.0,"18455.cpd","/p17173coll38/image/18455.cpd","1951","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 18, Topical, Veterans Affairs, 1945-1946","","McCray, John Henry, 1910-1987;","","circa 1945-1946","Manuscripts; Accession 11294.","Veterans--United States","","","John Henry McCray Papers, Box 5, Folder 18, Topical, Veterans Affairs, 1945-1946","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954)","United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-14 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-04","2022-05-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15404",15404.0,"18480.cpd","/p17173coll38/image/18480.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 15, Personal, McCray Mittie G., 1956-1959","McCray, John Henry, 1910-1987","","1956-1959","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Mittie G. McCray","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-10 00:00:00","Text","image/jpeg","Manuscripts;Documents","","","Sarah Moore; Becky Thompson;John Quirk","","2022-05-04","2022-05-04","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15485",15485.0,"18561.cpd","/p17173coll38/image/18561.cpd","1956","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 19, Speeches, 1945-1982, n.d.","","McCray, John Henry, 1910-1987;","","circa 1945-1982","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);Civil Rights Era (1955-1969);The Modern State (1970-present)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-17 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-11","2022-05-11","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15587",15587.0,"18663.cpd","/p17173coll38/image/18663.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 20, Speeches","","McCray, John Henry, 1910-1987;","","circa 1947-1948","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 20, Speeches","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-18 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-11","2022-05-11","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15676",15676.0,"18752.cpd","/p17173coll38/image/18752.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 21, Speeches","","McCray, John Henry, 1910-1987;","","circa 1950-1952","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-19 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-13","2022-05-13","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15762",15762.0,"18838.cpd","/p17173coll38/image/18838.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 3, Folder 02","","McCray, John Henry, 1910-1987","","","Manuscripts; Accession 11294.","","","","","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2016-08","Text","image/jpegs","","","","Joshua Schutzenhofer; Rhea M. Ray","","2022-05-16","2022-05-16","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15839",15839.0,"18915.cpd","/p17173coll38/image/18915.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 22, Speeches","","McCray, John Henry, 1910-1987;","","circa 1953-1959","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 22","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954);Civil Rights Era (1955-1969)","South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-20 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-18","2022-05-18","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/15938",15938.0,"19014.cpd","/p17173coll38/image/19014.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 16, Personal, McCray, Mittie G., 1960","McCray, John Henry, 1910-1987","","1960","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Mittie G. McCray","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-10 00:00:00","Text","image/jpeg","Manuscripts;Documents","","","Sarah Moore; Becky Thompson;John Quirk","","2022-05-19","2022-05-19","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16039",16039.0,"19115.cpd","/p17173coll38/image/19115.cpd","1960","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 23, Speeches","","McCray, John Henry, 1910-1987;","","circa 1962-1982","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 23, Speeches","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Civil Rights Era (1955-1969);The Modern State (1970-present)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-24 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-24","2022-05-24","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16110",16110.0,"19186.cpd","/p17173coll38/image/19186.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 17, Personal, McCray Mittie G., 1961-1967","McCray, John Henry, 1910-1987","","1961-1967","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Mittie G. McCray from 1961-1967","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","Civil Rights Era (1955-1969)","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-11 00:00:00","Still Image; Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-05-26","2022-05-26","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16204",16204.0,"19280.cpd","/p17173coll38/image/19280.cpd","1961","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 24, Miscellaneous","","McCray, John Henry, 1910-1987;","","circa 1944-1963","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 24, Miscellaneous","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-25 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-05-25","2022-05-25","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16326",16326.0,"19402.cpd","/p17173coll38/image/19402.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 18, Personal, McCray Mittie G., No Date","McCray, John Henry, 1910-1987","","","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Mittie G. McCray, undated","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-12 00:00:00","Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-05-27","2022-05-27","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16561",16561.0,"19637.cpd","/p17173coll38/image/19637.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 25","","McCray, John Henry, 1910-1987;","","circa 1944-1961","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 25","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","World War II (1939-1945);Post-War America (1946-1954);Civil Rights Era (1955-1969)","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-28 00:00:00","Text","image/jpeg","Documents (object genre)","","","","","2022-05-31","2022-05-31","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16717",16717.0,"19793.cpd","/p17173coll38/image/19793.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 27","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","Lighthouse and Informer","","Richland County (S.C.)","John Henry McCray Papers, Box 5, Folder 27.","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11-29 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-06-06","2022-06-06","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16720",16720.0,"19796.cpd","/p17173coll38/image/19796.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Tribute Book","The Women's Organizations of Columbia, South Carolina","","1947-12-07 00:00:00","","Manuscripts; Accession 11294.","Women--Societies and clubs;McCray, John Henry, 1910-1987;","Hinton, James M.","Richland County (S.C.)","John Henry McCray Papers, Box 5, Notebook","1 notebook ; 41 pages","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","Post-War America (1946-1954)","Columbia, Richland County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-11-29 00:00:00","Text","image/jpeg","Notebooks","","Blank notebook pages were not scanned.","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-06-06","2022-06-06","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16762",16762.0,"19838.cpd","/p17173coll38/image/19838.cpd","1947","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 19, Personal, McCray, Rachel R., 1956-1963","McCray, John Henry, 1910-1987","","1956-1963","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Rachel R. McCray, 1956-1963","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.; Civil Rights Era (1955-1969)","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-13 00:00:00","Text;Still Image","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-06-08","2022-06-08","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/16841",16841.0,"19917.cpd","/p17173coll38/image/19917.cpd","1956","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray Papers, Box 5, Folder 26","","McCray, John Henry, 1910-1987;","","","Manuscripts; Accession 11294.","","","","John Henry McCray Papers, Box 5, Folder 26","1 folder","John Henry McCray Papers, 1929-1989","https://digital.library.sc.edu/collections/john-henry-mccray-papers-1929-1989/","University of South Carolina. South Caroliniana Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Caroliniana Library, Columbia, SC 29208.","","","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-28 00:00:00","Text","image/jpeg","Documents (object genre)","","","Sarah Moore; Becky Thompson; Rhea M. Ray","","2022-06-09","2022-06-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/17044",17044.0,"20120.cpd","/p17173coll38/image/20120.cpd","","",0,False,False,False,True,False,"['Empty Transcript']","[]"
"John Henry McCray papers, Box 6, Folder 20, Personal, McCray, Satis, 1946-1962","McCray, John Henry, 1910-1987","","1946-1962","","Manuscripts Annex, Letter size papers, 1929-1989 (folders 1-20)","McCray, John Henry, 1910-1987;Personal correspondence","","","Folder of personal records and correspondence of John H. McCray relating to Satis McCray from 1942 through 1962","1 folder","John Henry McCray papers, 1929-1989","","University of South Carolina. South Carolinian Library","Copyright Not Evaluated. For further information please contact The University of South Carolina, South Carolinian Library, Columbia, SC 29208.; Post-War America (1946-1954);Civil Rights Era (1955-1969)","","Columbia, Richland County, South Carolina, United States;Charleston, Charleston County, South Carolina, United States","English","300ppi, 24-bit depth color, Epson Expression 10000 XL flatbed scanner with SilverFast scanning software, primary archival file is a TIFF","2017-07-13 00:00:00","Text","image/jpeg","Manuscripts","","","Sarah Moore; Becky Thompson;John Quirk","","2022-06-09","2022-06-09","http://cdm17173.contentdm.oclc.org/cdm/ref/collection/p17173coll38/id/17080",17080.0,"20156.cpd","/p17173coll38/image/20156.cpd","1946","",0,False,False,False,True,False,"['Empty Transcript']","[]"
